sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_466006	deepbgc	0.1.0	deepbgc	k141_466006_1-631.1	1	631	630	1	1	1	0.62201	antibacterial	0.87	0.08	0.17	0.27		0.00	0.08	0.07	0.31	0.21	0.06	0.32	k141_466006_k141_466006_1	PF02585	PF02585
k141_155384	deepbgc	0.1.0	deepbgc	k141_155384_2-956.1	2	956	954	1	1	0	0.50672	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.08	0.33	0.21	0.02	0.31	k141_155384_k141_155384_1		PF02738
k141_388341	deepbgc	0.1.0	deepbgc	k141_388341_1-1090.1	1	1090	1089	1	1	0	0.56887	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_388341_k141_388341_1		PF01345
k141_543665	deepbgc	0.1.0	deepbgc	k141_543665_1342-2911.1	1342	2911	1569	1	2	0	0.51042	antibacterial	0.87	0.07	0.17	0.26		0.00	0.09	0.07	0.32	0.22	0.03	0.32	k141_543665_k141_543665_3		PF03176;PF12349
k141_310711	deepbgc	0.1.0	deepbgc	k141_310711_39-3406.1	39	3406	3367	5	5	0	0.60392	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_310711_k141_310711_1;k141_310711_k141_310711_2;k141_310711_k141_310711_3;k141_310711_k141_310711_4;k141_310711_k141_310711_5		PF03428;PF09490;PF09489;PF05251;PF04386
k141_77804	deepbgc	0.1.0	deepbgc	k141_77804_370-1468.1	370	1468	1098	1	1	0	0.73125	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_77804_k141_77804_1		PF00353
k141_621324	deepbgc	0.1.0	deepbgc	k141_621324_163-1159.1	163	1159	996	1	3	0	0.56027		0.42	0.03	0.28	0.16		0.00	0.09	0.07	0.31	0.27	0.03	0.29	k141_621324_k141_621324_1		PF00069;PF07714;PF14531
k141_164	deepbgc	0.1.0	deepbgc	k141_164_140-461.1	140	461	321	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_164_k141_164_1		PF07727
k141_388391	deepbgc	0.1.0	deepbgc	k141_388391_859-1357.1	859	1357	498	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_388391_k141_388391_2		PF00098
k141_466071	deepbgc	0.1.0	deepbgc	k141_466071_0-1345.1	0	1345	1345	2	2	1	0.64648	antibacterial	0.83	0.06	0.17	0.30		0.00	0.11	0.08	0.32	0.20	0.03	0.31	k141_466071_k141_466071_1;k141_466071_k141_466071_2	PF00171	PF00171;PF04996
k141_388397	deepbgc	0.1.0	deepbgc	k141_388397_2-1463.1	2	1463	1461	1	1	0	0.62731	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_388397_k141_388397_1		PF05406
k141_854304	deepbgc	0.1.0	deepbgc	k141_854304_2-1088.1	2	1088	1086	1	1	0	0.50891	antibacterial	0.87	0.06	0.16	0.26		0.00	0.08	0.08	0.27	0.29	0.03	0.29	k141_854304_k141_854304_1		PF07715
k141_310770	deepbgc	0.1.0	deepbgc	k141_310770_444-1305.1	444	1305	861	1	7	4	0.67156	antibacterial	0.54	0.20	0.29	0.12	Polyketide	0.03	0.13	0.11	0.57	0.01	0.27	0.01	k141_310770_k141_310770_2	PF04321;PF01370;PF07993;PF02719	PF16363;PF04321;PF01370;PF01073;PF07993;PF02719;PF13460
k141_310774	deepbgc	0.1.0	deepbgc	k141_310774_71-1168.1	71	1168	1097	2	6	1	0.66373	antibacterial	0.59	0.01	0.31	0.03		0.07	0.14	0.13	0.02	0.24	0.00	0.40	k141_310774_k141_310774_1;k141_310774_k141_310774_2	PF00106	PF14499;PF02311;PF12973;PF07883;PF13561;PF00106
k141_854342	deepbgc	0.1.0	deepbgc	k141_854342_324-1029.1	324	1029	705	1	1	0	0.52636	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.38	0.19	0.03	0.29	k141_854342_k141_854342_2		PF00920
k141_155499	deepbgc	0.1.0	deepbgc	k141_155499_2-1199.1	2	1199	1197	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_155499_k141_155499_1		PF09337
k141_233168	deepbgc	0.1.0	deepbgc	k141_233168_0-1208.1	0	1208	1208	2	2	0	0.55917	antibacterial	0.82	0.05	0.20	0.24		0.00	0.05	0.19	0.28	0.20	0.03	0.30	k141_233168_k141_233168_1;k141_233168_k141_233168_2		PF00486;PF00512
k141_77915	deepbgc	0.1.0	deepbgc	k141_77915_0-1113.1	0	1113	1113	1	2	2	0.85220	inhibitor	0.45	0.01	0.56	0.11	NRP	0.00	0.64	0.17	0.14	0.01	0.01	0.04	k141_77915_k141_77915_1	PF00668;PF00501	PF00501;PF00668
k141_388516	deepbgc	0.1.0	deepbgc	k141_388516_2-1073.1	2	1073	1071	1	1	0	0.50056	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_388516_k141_388516_1		PF07586
k141_854422	deepbgc	0.1.0	deepbgc	k141_854422_377-1223.1	377	1223	846	1	3	0	0.57847	antibacterial	0.76	0.04	0.15	0.44	Polyketide	0.01	0.00	0.04	0.90	0.00	0.01	0.05	k141_854422_k141_854422_1		PF07690;PF05977;PF00854
k141_388524	deepbgc	0.1.0	deepbgc	k141_388524_2-1367.1	2	1367	1365	1	2	0	0.53355	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_388524_k141_388524_1		PF16889;PF07940
k141_155582	deepbgc	0.1.0	deepbgc	k141_155582_0-942.1	0	942	942	1	1	1	0.62967	antibacterial	0.72	0.09	0.23	0.25		0.01	0.08	0.10	0.38	0.16	0.04	0.30	k141_155582_k141_155582_1	PF01266	PF01266
k141_155589	deepbgc	0.1.0	deepbgc	k141_155589_1-556.1	1	556	555	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_155589_k141_155589_1		PF07727
k141_776783	deepbgc	0.1.0	deepbgc	k141_776783_0-2883.1	0	2883	2883	4	3	0	0.54198	antibacterial	0.84	0.11	0.13	0.20		0.00	0.07	0.17	0.28	0.23	0.04	0.28	k141_776783_k141_776783_1;k141_776783_k141_776783_2;k141_776783_k141_776783_3;k141_776783_k141_776783_4		PF00398;PF02517;PF00490
k141_466235	deepbgc	0.1.0	deepbgc	k141_466235_102-1284.1	102	1284	1182	1	1	0	0.69534	antibacterial	0.85	0.08	0.17	0.27		0.00	0.11	0.07	0.34	0.20	0.03	0.31	k141_466235_k141_466235_1		PF00296
k141_155597	deepbgc	0.1.0	deepbgc	k141_155597_344-533.1	344	533	189	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_155597_k141_155597_1		PF01417
k141_365	deepbgc	0.1.0	deepbgc	k141_365_2-557.1	2	557	555	1	1	0	0.50445	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_365_k141_365_1		PF04340
k141_543880	deepbgc	0.1.0	deepbgc	k141_543880_66-8301.1	66	8301	8235	9	9	0	0.69276	antibacterial	0.85	0.03	0.03	0.07	Terpene	0.09	0.03	0.03	0.14	0.08	0.00	0.65	k141_543880_k141_543880_1;k141_543880_k141_543880_2;k141_543880_k141_543880_3;k141_543880_k141_543880_4;k141_543880_k141_543880_5;k141_543880_k141_543880_6;k141_543880_k141_543880_7;k141_543880_k141_543880_8;k141_543880_k141_543880_9		PF04542;PF04545;PF07087;PF01040;PF02104;PF11137;PF00510;PF04442;PF00115
k141_621578	deepbgc	0.1.0	deepbgc	k141_621578_563-881.1	563	881	318	1	1	0	0.52992	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_621578_k141_621578_2		PF02452
k141_233347	deepbgc	0.1.0	deepbgc	k141_233347_2-1133.1	2	1133	1131	1	1	0	0.62304	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_233347_k141_233347_1		PF00656
k141_310992	deepbgc	0.1.0	deepbgc	k141_310992_0-1038.1	0	1038	1038	1	1	0	0.51666	antibacterial	0.88	0.06	0.14	0.29		0.00	0.10	0.07	0.33	0.20	0.03	0.32	k141_310992_k141_310992_1		PF02687
k141_466335	deepbgc	0.1.0	deepbgc	k141_466335_651-1638.1	651	1638	987	1	1	0	0.51350	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_466335_k141_466335_2		PF00474
k141_466337	deepbgc	0.1.0	deepbgc	k141_466337_1270-1774.1	1270	1774	504	1	1	0	0.53586	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_466337_k141_466337_3		PF13761
k141_155684	deepbgc	0.1.0	deepbgc	k141_155684_928-1408.1	928	1408	480	1	1	0	0.65928	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_155684_k141_155684_2		PF00667
k141_699386	deepbgc	0.1.0	deepbgc	k141_699386_1-1647.1	1	1647	1646	2	3	0	0.73552	antibacterial	0.87	0.06	0.17	0.26		0.01	0.09	0.06	0.38	0.17	0.03	0.32	k141_699386_k141_699386_1;k141_699386_k141_699386_2		PF13517;PF01839;PF07589
k141_854569	deepbgc	0.1.0	deepbgc	k141_854569_707-1684.1	707	1684	977	2	2	0	0.52930	antibacterial	0.88	0.08	0.16	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_854569_k141_854569_3;k141_854569_k141_854569_4		PF04434;PF06830
k141_776913	deepbgc	0.1.0	deepbgc	k141_776913_2-1360.1	2	1360	1358	2	2	0	0.73533	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.29	0.17	0.12	0.31	k141_776913_k141_776913_1;k141_776913_k141_776913_2		PF13564;PF04464
k141_854582	deepbgc	0.1.0	deepbgc	k141_854582_131-737.1	131	737	606	1	1	0	0.51176	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_854582_k141_854582_1		PF09335
k141_854582	deepbgc	0.1.0	deepbgc	k141_854582_1621-1969.1	1621	1969	348	1	1	0	0.55477	antibacterial	0.83	0.06	0.16	0.31		0.00	0.10	0.07	0.33	0.21	0.02	0.31	k141_854582_k141_854582_3		PF13231
k141_621630	deepbgc	0.1.0	deepbgc	k141_621630_2-1474.1	2	1474	1472	3	5	4	0.79309	antibacterial	0.67	0.05	0.17	0.30	Polyketide	0.00	0.40	0.09	0.69	0.08	0.01	0.08	k141_621630_k141_621630_1;k141_621630_k141_621630_2;k141_621630_k141_621630_3	PF00108;PF00441;PF08028;PF00109	PF00441;PF08028;PF01796;PF00108;PF00109
k141_311024	deepbgc	0.1.0	deepbgc	k141_311024_143-1397.1	143	1397	1254	1	3	2	0.57224	antibacterial	0.81	0.01	0.18	0.07		0.01	0.01	0.02	0.06	0.41	0.00	0.49	k141_311024_k141_311024_1	PF00106;PF08659	PF08659;PF00106;PF13561
k141_233390	deepbgc	0.1.0	deepbgc	k141_233390_2-1063.1	2	1063	1061	2	2	1	0.76387	antibacterial	0.81	0.08	0.17	0.31		0.00	0.13	0.08	0.33	0.19	0.03	0.30	k141_233390_k141_233390_1;k141_233390_k141_233390_2	PF00171	PF00171;PF00296
k141_776927	deepbgc	0.1.0	deepbgc	k141_776927_2-194.1	2	194	192	1	1	0	0.50356	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_776927_k141_776927_1		PF02586
k141_233414	deepbgc	0.1.0	deepbgc	k141_233414_101-764.1	101	764	663	1	1	0	0.51055	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_233414_k141_233414_1		PF02493
k141_155739	deepbgc	0.1.0	deepbgc	k141_155739_1-853.1	1	853	852	1	1	1	0.70117	antibacterial	0.75	0.07	0.30	0.21		0.00	0.25	0.06	0.37	0.13	0.03	0.20	k141_155739_k141_155739_1	PF00698	PF00698
k141_155745	deepbgc	0.1.0	deepbgc	k141_155745_726-1230.1	726	1230	504	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_155745_k141_155745_1		PF00665
k141_544000	deepbgc	0.1.0	deepbgc	k141_544000_0-678.1	0	678	678	1	1	1	0.50306	antibacterial	0.72	0.09	0.23	0.25		0.01	0.08	0.10	0.38	0.16	0.04	0.30	k141_544000_k141_544000_1	PF01266	PF01266
k141_388744	deepbgc	0.1.0	deepbgc	k141_388744_0-600.1	0	600	600	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_388744_k141_388744_1		PF15200
k141_854650	deepbgc	0.1.0	deepbgc	k141_854650_41-1022.1	41	1022	981	1	1	0	0.61821	antibacterial	0.87	0.07	0.17	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_854650_k141_854650_1		PF07995
k141_311098	deepbgc	0.1.0	deepbgc	k141_311098_830-1073.1	830	1073	243	1	1	0	0.62857	antibacterial	0.86	0.05	0.16	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_311098_k141_311098_2		PF02776
k141_544025	deepbgc	0.1.0	deepbgc	k141_544025_1-637.1	1	637	636	1	2	0	0.57982		0.42	0.03	0.30	0.14		0.00	0.09	0.07	0.31	0.27	0.03	0.29	k141_544025_k141_544025_1		PF07714;PF00069
k141_777006	deepbgc	0.1.0	deepbgc	k141_777006_0-3860.1	0	3860	3860	3	5	0	0.91229	antibacterial	0.87	0.06	0.17	0.26		0.01	0.09	0.06	0.38	0.17	0.03	0.32	k141_777006_k141_777006_1;k141_777006_k141_777006_2;k141_777006_k141_777006_3		PF00353;PF01839;PF13517;PF01839;PF13517
k141_311113	deepbgc	0.1.0	deepbgc	k141_311113_474-987.1	474	987	513	1	1	0	0.66849	antibacterial	0.87	0.06	0.17	0.26	RiPP	0.00	0.01	0.02	0.04	0.89	0.02	0.04	k141_311113_k141_311113_1		PF00082
k141_78182	deepbgc	0.1.0	deepbgc	k141_78182_1-1234.1	1	1234	1233	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_78182_k141_78182_1		PF07727
k141_588	deepbgc	0.1.0	deepbgc	k141_588_49-1126.1	49	1126	1077	2	2	0	0.57208	antibacterial	0.85	0.06	0.19	0.25		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_588_k141_588_1;k141_588_k141_588_2		PF04307;PF04339
k141_233486	deepbgc	0.1.0	deepbgc	k141_233486_1943-3971.1	1943	3971	2028	1	3	1	0.54434	antibacterial	0.64	0.06	0.36	0.25		0.00	0.26	0.14	0.23	0.18	0.03	0.21	k141_233486_k141_233486_3	PF00171	PF00171;PF13452;PF01575
k141_233486	deepbgc	0.1.0	deepbgc	k141_233486_4885-6088.1	4885	6088	1203	1	3	3	0.53945	antibacterial	0.60	0.05	0.20	0.33	Polyketide	0.00	0.39	0.12	0.67	0.06	0.01	0.09	k141_233486_k141_233486_5	PF00108;PF02803;PF00109	PF00108;PF00109;PF02803
k141_78213	deepbgc	0.1.0	deepbgc	k141_78213_1-1325.1	1	1325	1324	2	2	1	0.60640	antibacterial	0.89	0.07	0.15	0.25		0.00	0.09	0.15	0.28	0.20	0.03	0.29	k141_78213_k141_78213_1;k141_78213_k141_78213_2	PF03992	PF03992;PF10518
k141_155829	deepbgc	0.1.0	deepbgc	k141_155829_1-1359.1	1	1359	1358	2	3	1	0.66699	antibacterial	0.58	0.08	0.40	0.15	Polyketide	0.00	0.16	0.14	0.60	0.06	0.01	0.08	k141_155829_k141_155829_1;k141_155829_k141_155829_2	PF00107	PF00107;PF13602;PF00848
k141_544065	deepbgc	0.1.0	deepbgc	k141_544065_0-345.1	0	345	345	1	1	0	0.59012	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_544065_k141_544065_1		PF07583
k141_854705	deepbgc	0.1.0	deepbgc	k141_854705_125-1670.1	125	1670	1545	1	3	1	0.85358	antibacterial	0.71	0.01	0.25	0.02	NRP	0.00	0.52	0.21	0.30	0.00	0.00	0.00	k141_854705_k141_854705_1	PF00501	PF00501;PF13193;PF00550
k141_155845	deepbgc	0.1.0	deepbgc	k141_155845_57-1032.1	57	1032	975	1	2	0	0.60154	antibacterial	0.89	0.01	0.03	0.09		0.00	0.01	0.05	0.02	0.46	0.01	0.46	k141_155845_k141_155845_1		PF07883;PF04209
k141_233510	deepbgc	0.1.0	deepbgc	k141_233510_2-1062.1	2	1062	1060	2	4	1	0.54120	antibacterial	0.70	0.05	0.11	0.35	NRP	0.00	0.50	0.21	0.17	0.06	0.02	0.05	k141_233510_k141_233510_1;k141_233510_k141_233510_2	PF00561	PF00892;PF00561;PF12146;PF12697
k141_544084	deepbgc	0.1.0	deepbgc	k141_544084_462-1482.1	462	1482	1020	1	1	1	0.63857	antibacterial	0.86	0.06	0.17	0.26		0.00	0.06	0.05	0.29	0.17	0.23	0.25	k141_544084_k141_544084_2	PF02397	PF02397
k141_155863	deepbgc	0.1.0	deepbgc	k141_155863_1273-1591.1	1273	1591	318	1	1	0	0.56127	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_155863_k141_155863_3		PF07958
k141_233523	deepbgc	0.1.0	deepbgc	k141_233523_2-1152.1	2	1152	1150	2	2	0	0.64451	antibacterial	0.84	0.06	0.17	0.26		0.00	0.11	0.07	0.32	0.20	0.03	0.32	k141_233523_k141_233523_1;k141_233523_k141_233523_2		PF01062;PF01609
k141_621804	deepbgc	0.1.0	deepbgc	k141_621804_2-1983.1	2	1983	1981	2	4	0	0.67219	antibacterial	0.85	0.05	0.18	0.25		0.01	0.04	0.10	0.13	0.13	0.40	0.23	k141_621804_k141_621804_1;k141_621804_k141_621804_2		PF13439;PF13579;PF13477;PF13578
k141_233540	deepbgc	0.1.0	deepbgc	k141_233540_492-981.1	492	981	489	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_233540_k141_233540_2		PF00665
k141_621831	deepbgc	0.1.0	deepbgc	k141_621831_1-634.1	1	634	633	1	2	0	0.53131	antibacterial	0.80	0.04	0.16	0.46	Polyketide	0.00	0.02	0.10	0.82	0.01	0.01	0.05	k141_621831_k141_621831_1		PF07690;PF13000
k141_388893	deepbgc	0.1.0	deepbgc	k141_388893_185-1351.1	185	1351	1166	2	2	0	0.56632	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_388893_k141_388893_1;k141_388893_k141_388893_2		PF04264;PF02424
k141_78276	deepbgc	0.1.0	deepbgc	k141_78276_2-1102.1	2	1102	1100	2	2	0	0.73568	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_78276_k141_78276_1;k141_78276_k141_78276_2		PF09844;PF13781
k141_621860	deepbgc	0.1.0	deepbgc	k141_621860_185-2079.1	185	2079	1894	3	3	1	0.59345	antibacterial	0.85	0.06	0.20	0.27		0.00	0.01	0.50	0.02	0.02	0.00	0.45	k141_621860_k141_621860_1;k141_621860_k141_621860_2;k141_621860_k141_621860_3	PF00202	PF02604;PF05016;PF00202
k141_777161	deepbgc	0.1.0	deepbgc	k141_777161_609-1335.1	609	1335	726	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_777161_k141_777161_1		PF03003
k141_711	deepbgc	0.1.0	deepbgc	k141_711_2387-2864.1	2387	2864	477	1	1	0	0.57375	antibacterial	0.82	0.14	0.15	0.27		0.01	0.09	0.07	0.33	0.21	0.03	0.31	k141_711_k141_711_4		PF00300
k141_854817	deepbgc	0.1.0	deepbgc	k141_854817_167-980.1	167	980	813	1	1	0	0.54772	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_854817_k141_854817_1		PF03976
k141_78313	deepbgc	0.1.0	deepbgc	k141_78313_0-237.1	0	237	237	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_78313_k141_78313_1		PF10288
k141_728	deepbgc	0.1.0	deepbgc	k141_728_1-775.1	1	775	774	1	1	0	0.52829	antibacterial	0.84	0.11	0.13	0.20		0.00	0.08	0.07	0.32	0.26	0.03	0.29	k141_728_k141_728_1		PF02517
k141_544167	deepbgc	0.1.0	deepbgc	k141_544167_0-1681.1	0	1681	1681	2	2	1	0.82455	antibacterial	0.94	0.00	0.04	0.01	Polyketide-Terpene	0.00	0.00	0.05	0.70	0.00	0.00	0.59	k141_544167_k141_544167_1;k141_544167_k141_544167_2	PF00067	PF00067;PF00920
k141_466646	deepbgc	0.1.0	deepbgc	k141_466646_0-1041.1	0	1041	1041	2	2	0	0.58557	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_466646_k141_466646_1;k141_466646_k141_466646_2		PF04016;PF08669
k141_78333	deepbgc	0.1.0	deepbgc	k141_78333_500-1286.1	500	1286	786	1	1	1	0.66250	antibacterial	0.85	0.06	0.20	0.27		0.00	0.01	0.50	0.02	0.02	0.00	0.45	k141_78333_k141_78333_1	PF00202	PF00202
k141_544181	deepbgc	0.1.0	deepbgc	k141_544181_2-1517.1	2	1517	1515	1	1	0	0.62425	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_544181_k141_544181_1		PF01526
k141_388976	deepbgc	0.1.0	deepbgc	k141_388976_148-2172.1	148	2172	2024	2	3	0	0.57135	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_388976_k141_388976_1;k141_388976_k141_388976_2		PF13360;PF13570;PF03976
k141_699734	deepbgc	0.1.0	deepbgc	k141_699734_670-1324.1	670	1324	654	1	2	0	0.50136	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_699734_k141_699734_1		PF13458;PF13433
k141_233637	deepbgc	0.1.0	deepbgc	k141_233637_778-1438.1	778	1438	660	1	1	0	0.52528	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_233637_k141_233637_2		PF02615
k141_621917	deepbgc	0.1.0	deepbgc	k141_621917_0-795.1	0	795	795	1	2	0	0.54714	antibacterial	0.85	0.06	0.15	0.26		0.01	0.05	0.07	0.16	0.13	0.37	0.24	k141_621917_k141_621917_1		PF13439;PF13579
k141_466686	deepbgc	0.1.0	deepbgc	k141_466686_302-3804.1	302	3804	3502	3	2	0	0.60142	antibacterial	0.85	0.08	0.17	0.28		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_466686_k141_466686_2;k141_466686_k141_466686_3;k141_466686_k141_466686_4		PF12525;PF01244
k141_777232	deepbgc	0.1.0	deepbgc	k141_777232_1-1310.1	1	1310	1309	2	7	4	0.57774	antibacterial	0.79	0.12	0.16	0.27	Polyketide	0.00	0.01	0.02	0.82	0.01	0.04	0.14	k141_777232_k141_777232_1;k141_777232_k141_777232_2	PF00106;PF01370;PF04321;PF08659	PF01936;PF00106;PF08659;PF04321;PF01370;PF13460;PF13561
k141_797	deepbgc	0.1.0	deepbgc	k141_797_4999-5272.1	4999	5272	273	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_797_k141_797_7		PF07727
k141_389050	deepbgc	0.1.0	deepbgc	k141_389050_134-1346.1	134	1346	1212	1	1	0	0.61875	antibacterial	0.87	0.06	0.17	0.26	Saccharide-Terpene	0.00	0.02	0.03	0.13	0.08	0.66	0.76	k141_389050_k141_389050_2		PF00487
