sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_106796	deepbgc	0.1.0	deepbgc	k141_106796_1-373.1	1	373	372	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_106796_k141_106796_1		PF14299
k141_959025	deepbgc	0.1.0	deepbgc	k141_959025_0-132.1	0	132	132	1	1	0	0.65406	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_959025_k141_959025_1		PF00010
k141_746038	deepbgc	0.1.0	deepbgc	k141_746038_432-1260.1	432	1260	828	1	1	0	0.68352	antibacterial	0.86	0.06	0.18	0.26		0.02	0.06	0.07	0.41	0.19	0.02	0.27	k141_746038_k141_746038_1		PF00135
k141_852568	deepbgc	0.1.0	deepbgc	k141_852568_0-930.1	0	930	930	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_852568_k141_852568_1		PF07527
k141_106800	deepbgc	0.1.0	deepbgc	k141_106800_1135-2509.1	1135	2509	1374	1	3	3	0.57274	antibacterial	0.87	0.06	0.13	0.21		0.01	0.09	0.09	0.38	0.23	0.03	0.27	k141_106800_k141_106800_2	PF02771;PF00441;PF02770	PF02771;PF02770;PF00441
k141_532959	deepbgc	0.1.0	deepbgc	k141_532959_1-1868.1	1	1868	1867	3	3	0	0.69906	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_532959_k141_532959_1;k141_532959_k141_532959_2;k141_532959_k141_532959_3		PF01269;PF01269;PF15375
k141_213364	deepbgc	0.1.0	deepbgc	k141_213364_1-2281.1	1	2281	2280	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_213364_k141_213364_1		PF00665
k141_319876	deepbgc	0.1.0	deepbgc	k141_319876_0-2887.1	0	2887	2887	3	5	2	0.74608	inhibitor	0.27	0.07	0.65	0.05	Polyketide	0.00	0.19	0.09	0.78	0.00	0.00	0.01	k141_319876_k141_319876_1;k141_319876_k141_319876_2;k141_319876_k141_319876_3	PF08240;PF00107	PF02515;PF13602;PF00107;PF08240;PF02567
k141_213371	deepbgc	0.1.0	deepbgc	k141_213371_1-5891.1	1	5891	5890	7	13	2	0.63020	antibacterial	0.61	0.19	0.14	0.18		0.02	0.04	0.37	0.13	0.30	0.08	0.13	k141_213371_k141_213371_1;k141_213371_k141_213371_2;k141_213371_k141_213371_3;k141_213371_k141_213371_4;k141_213371_k141_213371_5;k141_213371_k141_213371_6;k141_213371_k141_213371_7	PF02737;PF01488	PF00795;PF02540;PF05222;PF01262;PF02826;PF01488;PF07992;PF00070;PF02737;PF00881;PF00504;PF02810;PF11805
k141_426435	deepbgc	0.1.0	deepbgc	k141_426435_59-584.1	59	584	525	1	3	1	0.58967		0.33	0.03	0.25	0.16		0.00	0.07	0.21	0.22	0.30	0.03	0.22	k141_426435_k141_426435_1	PF01636	PF07714;PF00069;PF01636
k141_1172196	deepbgc	0.1.0	deepbgc	k141_1172196_235-1603.1	235	1603	1368	1	1	0	0.65850	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1172196_k141_1172196_2		PF03781
k141_426436	deepbgc	0.1.0	deepbgc	k141_426436_1318-2923.1	1318	2923	1605	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_426436_k141_426436_2		PF07727
k141_106825	deepbgc	0.1.0	deepbgc	k141_106825_558-1353.1	558	1353	795	1	1	0	0.53955	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_106825_k141_106825_1		PF00504
k141_852590	deepbgc	0.1.0	deepbgc	k141_852590_2058-8721.1	2058	8721	6663	1	1	0	0.59360	antibacterial	0.86	0.08	0.18	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_852590_k141_852590_2		PF14493
k141_426457	deepbgc	0.1.0	deepbgc	k141_426457_136-1024.1	136	1024	888	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_426457_k141_426457_1		PF00812
k141_746093	deepbgc	0.1.0	deepbgc	k141_746093_0-1149.1	0	1149	1149	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_746093_k141_746093_1		PF07727
k141_1065650	deepbgc	0.1.0	deepbgc	k141_1065650_786-1089.1	786	1089	303	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1065650_k141_1065650_2		PF07727
k141_345	deepbgc	0.1.0	deepbgc	k141_345_0-1506.1	0	1506	1506	1	1	0	0.51507	antibacterial	0.85	0.07	0.18	0.25		0.00	0.09	0.10	0.32	0.19	0.03	0.32	k141_345_k141_345_1		PF03060
k141_959099	deepbgc	0.1.0	deepbgc	k141_959099_907-1315.1	907	1315	408	1	2	0	0.66220	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_959099_k141_959099_2		PF07250;PF13415
k141_1172231	deepbgc	0.1.0	deepbgc	k141_1172231_2-4473.1	2	4473	4471	7	5	0	0.79551	antibacterial	0.86	0.05	0.18	0.25	Saccharide-Terpene	0.00	0.02	0.03	0.13	0.08	0.66	0.76	k141_1172231_k141_1172231_1;k141_1172231_k141_1172231_2;k141_1172231_k141_1172231_3;k141_1172231_k141_1172231_4;k141_1172231_k141_1172231_5;k141_1172231_k141_1172231_6;k141_1172231_k141_1172231_7		PF01832;PF00848;PF01106;PF00487;PF01208
k141_319954	deepbgc	0.1.0	deepbgc	k141_319954_584-1001.1	584	1001	417	1	1	0	0.71698	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_319954_k141_319954_2		PF12138
k141_959151	deepbgc	0.1.0	deepbgc	k141_959151_133-1048.1	133	1048	915	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_959151_k141_959151_2		PF12353
k141_852656	deepbgc	0.1.0	deepbgc	k141_852656_284-1007.1	284	1007	723	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_852656_k141_852656_2		PF00020
k141_533058	deepbgc	0.1.0	deepbgc	k141_533058_18-2565.1	18	2565	2547	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_533058_k141_533058_1		PF07727
k141_426531	deepbgc	0.1.0	deepbgc	k141_426531_570-1780.1	570	1780	1210	2	2	0	0.55924	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_426531_k141_426531_1;k141_426531_k141_426531_2		PF01329;PF07741
k141_1065720	deepbgc	0.1.0	deepbgc	k141_1065720_0-5340.1	0	5340	5340	1	8	4	0.85146	antibacterial	0.54	0.11	0.28	0.08	Polyketide	0.00	0.14	0.02	0.81	0.02	0.02	0.04	k141_1065720_k141_1065720_1	PF08659;PF02801;PF00109;PF00106	PF08659;PF00106;PF13561;PF13602;PF14765;PF02801;PF00109;PF00550
k141_106917	deepbgc	0.1.0	deepbgc	k141_106917_823-1294.1	823	1294	471	1	1	0	0.84377	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_106917_k141_106917_1		PF03098
k141_431	deepbgc	0.1.0	deepbgc	k141_431_0-1002.1	0	1002	1002	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_431_k141_431_1		PF07727
k141_426556	deepbgc	0.1.0	deepbgc	k141_426556_549-1074.1	549	1074	525	1	1	0	0.74511	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.32	0.21	0.03	0.33	k141_426556_k141_426556_2		PF06441
k141_533101	deepbgc	0.1.0	deepbgc	k141_533101_246-1326.1	246	1326	1080	1	1	0	0.57135	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_533101_k141_533101_1		PF00124
k141_639628	deepbgc	0.1.0	deepbgc	k141_639628_385-1102.1	385	1102	717	1	1	0	0.53936	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_639628_k141_639628_2		PF13516
k141_959205	deepbgc	0.1.0	deepbgc	k141_959205_1-589.1	1	589	588	2	2	0	0.57237	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_959205_k141_959205_1;k141_959205_k141_959205_2		PF04934;PF04934
k141_852705	deepbgc	0.1.0	deepbgc	k141_852705_345-1935.1	345	1935	1590	1	2	0	0.50125	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_852705_k141_852705_1		PF01011;PF13360
k141_456	deepbgc	0.1.0	deepbgc	k141_456_0-1088.1	0	1088	1088	2	2	1	0.67275	antibacterial	0.80	0.07	0.17	0.42		0.01	0.02	0.02	0.50	0.42	0.00	0.06	k141_456_k141_456_1;k141_456_k141_456_2	PF01494	PF00596;PF01494
k141_320042	deepbgc	0.1.0	deepbgc	k141_320042_0-1083.1	0	1083	1083	1	1	0	0.50826	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_320042_k141_320042_1		PF03184
k141_320050	deepbgc	0.1.0	deepbgc	k141_320050_509-1472.1	509	1472	963	1	1	0	0.60771	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_320050_k141_320050_2		PF03385
k141_746238	deepbgc	0.1.0	deepbgc	k141_746238_290-3272.1	290	3272	2982	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_746238_k141_746238_1		PF00665
k141_426593	deepbgc	0.1.0	deepbgc	k141_426593_101-1232.1	101	1232	1131	1	1	0	0.56634	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_426593_k141_426593_1		PF09814
k141_959237	deepbgc	0.1.0	deepbgc	k141_959237_2-917.1	2	917	915	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_959237_k141_959237_1		PF00665
k141_213530	deepbgc	0.1.0	deepbgc	k141_213530_917-1130.1	917	1130	213	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_213530_k141_213530_2		PF00066
k141_852740	deepbgc	0.1.0	deepbgc	k141_852740_136-451.1	136	451	315	1	1	0	0.64119	antibacterial	0.77	0.08	0.16	0.23		0.00	0.10	0.20	0.29	0.14	0.04	0.29	k141_852740_k141_852740_1		PF13347
k141_213534	deepbgc	0.1.0	deepbgc	k141_213534_398-2171.1	398	2171	1773	2	2	0	0.63950	antibacterial	0.87	0.06	0.18	0.26		0.00	0.09	0.08	0.32	0.20	0.05	0.31	k141_213534_k141_213534_2;k141_213534_k141_213534_3		PF00459;PF13759
k141_495	deepbgc	0.1.0	deepbgc	k141_495_2-1166.1	2	1166	1164	1	1	0	0.50809	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_495_k141_495_1		PF01833
k141_746248	deepbgc	0.1.0	deepbgc	k141_746248_1-1093.1	1	1093	1092	2	4	0	0.71050		0.42	0.03	0.30	0.14		0.00	0.10	0.07	0.29	0.29	0.03	0.27	k141_746248_k141_746248_1;k141_746248_k141_746248_2		PF00069;PF07714;PF00069;PF06293
k141_320071	deepbgc	0.1.0	deepbgc	k141_320071_444-1242.1	444	1242	798	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_320071_k141_320071_2		PF06584
k141_426610	deepbgc	0.1.0	deepbgc	k141_426610_0-228.1	0	228	228	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_426610_k141_426610_1		PF17614
k141_106984	deepbgc	0.1.0	deepbgc	k141_106984_0-2457.1	0	2457	2457	2	2	0	0.57237	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_106984_k141_106984_1;k141_106984_k141_106984_2		PF05380;PF05380
k141_852751	deepbgc	0.1.0	deepbgc	k141_852751_260-3019.1	260	3019	2759	2	13	3	0.55143		0.21	0.41	0.15	0.08		0.04	0.03	0.21	0.44	0.07	0.10	0.22	k141_852751_k141_852751_2;k141_852751_k141_852751_3	PF00171;PF01266;PF01494	PF01946;PF03486;PF07992;PF01494;PF12831;PF01266;PF00890;PF05834;PF01134;PF13454;PF13738;PF13450;PF00171
k141_639685	deepbgc	0.1.0	deepbgc	k141_639685_0-612.1	0	612	612	1	8	2	0.64627		0.43	0.28	0.16	0.06		0.05	0.01	0.25	0.07	0.26	0.00	0.37	k141_639685_k141_639685_1	PF08242;PF08241	PF07021;PF13847;PF13649;PF08241;PF03141;PF08242;PF13489;PF01728
k141_746278	deepbgc	0.1.0	deepbgc	k141_746278_1-1048.1	1	1048	1047	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_746278_k141_746278_1		PF07727
k141_320102	deepbgc	0.1.0	deepbgc	k141_320102_489-2182.1	489	2182	1693	2	3	1	0.55042	antibacterial	0.55	0.03	0.46	0.13	Polyketide-Terpene	0.00	0.02	0.00	0.80	0.00	0.02	0.91	k141_320102_k141_320102_1;k141_320102_k141_320102_2	PF00348	PF17159;PF01036;PF00348
k141_1065822	deepbgc	0.1.0	deepbgc	k141_1065822_811-1189.1	811	1189	378	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1065822_k141_1065822_2		PF00788
k141_639698	deepbgc	0.1.0	deepbgc	k141_639698_241-694.1	241	694	453	1	1	0	0.53424	antibacterial	0.87	0.06	0.17	0.26		0.00	0.10	0.15	0.30	0.18	0.03	0.30	k141_639698_k141_639698_2		PF01242
k141_213580	deepbgc	0.1.0	deepbgc	k141_213580_1-1615.1	1	1615	1614	1	7	3	0.85206		0.45	0.37	0.21	0.08		0.01	0.02	0.34	0.13	0.23	0.00	0.28	k141_213580_k141_213580_1	PF08659;PF08242;PF08241	PF08659;PF13489;PF01209;PF13847;PF08241;PF08242;PF13649
k141_746291	deepbgc	0.1.0	deepbgc	k141_746291_632-1582.1	632	1582	950	2	7	1	0.60355		0.33	0.03	0.25	0.16		0.00	0.07	0.21	0.22	0.29	0.04	0.22	k141_746291_k141_746291_1;k141_746291_k141_746291_2	PF01636	PF00069;PF07714;PF07714;PF00069;PF12330;PF01636;PF07387
k141_556	deepbgc	0.1.0	deepbgc	k141_556_942-1221.1	942	1221	279	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_556_k141_556_2		PF04424
k141_213614	deepbgc	0.1.0	deepbgc	k141_213614_1-865.1	1	865	864	1	1	0	0.56910	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_213614_k141_213614_1		PF07399
k141_1065838	deepbgc	0.1.0	deepbgc	k141_1065838_2-281.1	2	281	279	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1065838_k141_1065838_1		PF01283
k141_852813	deepbgc	0.1.0	deepbgc	k141_852813_1-1763.1	1	1763	1762	2	3	2	0.88026	antibacterial	0.64	0.06	0.22	0.19	Polyketide	0.00	0.28	0.07	0.80	0.01	0.00	0.04	k141_852813_k141_852813_1;k141_852813_k141_852813_2	PF00109;PF02801	PF00109;PF02801;PF14765
k141_1065850	deepbgc	0.1.0	deepbgc	k141_1065850_0-345.1	0	345	345	1	7	4	0.61935	antibacterial	0.69	0.15	0.20	0.25		0.07	0.12	0.14	0.48	0.00	0.22	0.06	k141_1065850_k141_1065850_1	PF02719;PF04321;PF01370;PF00106	PF04321;PF01370;PF02719;PF16363;PF01073;PF13460;PF00106
k141_1172489	deepbgc	0.1.0	deepbgc	k141_1172489_315-579.1	315	579	264	1	1	0	0.57556	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1172489_k141_1172489_1		PF12947
k141_107075	deepbgc	0.1.0	deepbgc	k141_107075_0-1017.1	0	1017	1017	1	2	0	0.57955	antibacterial-antifungal	0.78	0.02	0.20	0.63	Polyketide	0.00	0.01	0.02	0.94	0.03	0.00	0.01	k141_107075_k141_107075_1		PF00083;PF07690
k141_107076	deepbgc	0.1.0	deepbgc	k141_107076_1-1360.1	1	1360	1359	1	1	0	0.50050	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_107076_k141_107076_1		PF00182
k141_639775	deepbgc	0.1.0	deepbgc	k141_639775_1-1198.1	1	1198	1197	1	1	0	0.50809	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_639775_k141_639775_1		PF01833
