sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_258424	deepbgc	0.1.0	deepbgc	k141_258424_67-1587.1	67	1587	1520	2	5	2	0.76095	antibacterial	0.55	0.07	0.06	0.47		0.00	0.41	0.14	0.40	0.03	0.01	0.03	k141_258424_k141_258424_2;k141_258424_k141_258424_3	PF00561;PF00975	PF12146;PF12697;PF00975;PF00561;PF00296
k141_184618	deepbgc	0.1.0	deepbgc	k141_184618_1-1219.1	1	1219	1218	1	1	0	0.58531	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_184618_k141_184618_1		PF16841
k141_221528	deepbgc	0.1.0	deepbgc	k141_221528_2-674.1	2	674	672	1	1	1	0.54299	antibacterial	0.83	0.05	0.16	0.29		0.05	0.08	0.07	0.30	0.21	0.03	0.31	k141_221528_k141_221528_1	PF00248	PF00248
k141_332268	deepbgc	0.1.0	deepbgc	k141_332268_0-1035.1	0	1035	1035	2	2	1	0.61172	antibacterial	0.85	0.07	0.17	0.27		0.01	0.07	0.01	0.22	0.10	0.42	0.23	k141_332268_k141_332268_1;k141_332268_k141_332268_2	PF00483	PF00483;PF06253
k141_184626	deepbgc	0.1.0	deepbgc	k141_184626_1-1018.1	1	1018	1017	1	1	0	0.55765	antibacterial	0.89	0.06	0.15	0.26		0.00	0.09	0.14	0.31	0.17	0.03	0.31	k141_184626_k141_184626_1		PF02779
k141_37005	deepbgc	0.1.0	deepbgc	k141_37005_1422-2046.1	1422	2046	624	1	4	0	0.50524	antibacterial	0.80	0.06	0.09	0.20		0.00	0.09	0.06	0.30	0.35	0.02	0.22	k141_37005_k141_37005_2		PF06490;PF00072;PF08281;PF00196
k141_110825	deepbgc	0.1.0	deepbgc	k141_110825_1-1063.1	1	1063	1062	1	4	1	0.75635	antibacterial	0.50	0.12	0.20	0.31		0.00	0.18	0.34	0.43	0.01	0.01	0.03	k141_110825_k141_110825_1	PF00975	PF00550;PF00975;PF12697;PF12146
k141_295362	deepbgc	0.1.0	deepbgc	k141_295362_3-3455.1	3	3455	3452	5	4	0	0.74080	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_295362_k141_295362_1;k141_295362_k141_295362_2;k141_295362_k141_295362_3;k141_295362_k141_295362_4;k141_295362_k141_295362_5		PF02654;PF02277;PF02283;PF02572
k141_147719	deepbgc	0.1.0	deepbgc	k141_147719_414-3085.1	414	3085	2671	4	14	2	0.92582		0.21	0.35	0.19	0.05		0.06	0.01	0.14	0.43	0.08	0.20	0.30	k141_147719_k141_147719_3;k141_147719_k141_147719_4;k141_147719_k141_147719_5;k141_147719_k141_147719_6	PF01266;PF01494	PF05721;PF05721;PF01904;PF01262;PF01946;PF01494;PF03486;PF07992;PF00890;PF12831;PF01134;PF13738;PF13450;PF01266
k141_221537	deepbgc	0.1.0	deepbgc	k141_221537_665-1343.1	665	1343	678	1	1	0	0.50355	antibacterial	0.81	0.05	0.16	0.23		0.00	0.07	0.26	0.27	0.18	0.01	0.25	k141_221537_k141_221537_2		PF13302
k141_369156	deepbgc	0.1.0	deepbgc	k141_369156_1-2547.1	1	2547	2546	2	6	0	0.85889	antibacterial	0.73	0.09	0.24	0.18		0.00	0.06	0.09	0.25	0.38	0.03	0.24	k141_369156_k141_369156_1;k141_369156_k141_369156_2		PF12040;PF12679;PF12040;PF12679;PF12698;PF12730
k141_73897	deepbgc	0.1.0	deepbgc	k141_73897_938-12230.1	938	12230	11292	7	12	0	0.62400	antibacterial	0.84	0.04	0.11	0.16	RiPP	0.00	0.04	0.05	0.06	0.76	0.07	0.04	k141_73897_k141_73897_3;k141_73897_k141_73897_4;k141_73897_k141_73897_5;k141_73897_k141_73897_6;k141_73897_k141_73897_7;k141_73897_k141_73897_8;k141_73897_k141_73897_9		PF00005;PF13604;PF13304;PF02653;PF02653;PF03734;PF00990;PF13581;PF02518;PF05048;PF13229;PF05345
k141_143	deepbgc	0.1.0	deepbgc	k141_143_2-1043.1	2	1043	1041	1	1	0	0.51266	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.09	0.29	0.25	0.03	0.31	k141_143_k141_143_1		PF00593
k141_144	deepbgc	0.1.0	deepbgc	k141_144_1032-1317.1	1032	1317	285	1	1	0	0.63632	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_144_k141_144_3		PF11714
k141_332291	deepbgc	0.1.0	deepbgc	k141_332291_851-1508.1	851	1508	657	1	1	0	0.66041	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_332291_k141_332291_2		PF02156
k141_221541	deepbgc	0.1.0	deepbgc	k141_221541_1-181.1	1	181	180	1	1	0	0.62674	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_221541_k141_221541_1		PF01344
k141_258455	deepbgc	0.1.0	deepbgc	k141_258455_2-1225.1	2	1225	1223	3	6	3	0.85805	antibacterial	0.53	0.05	0.40	0.04		0.01	0.27	0.10	0.39	0.09	0.04	0.16	k141_258455_k141_258455_1;k141_258455_k141_258455_2;k141_258455_k141_258455_3	PF00109;PF00106;PF08659	PF13561;PF00106;PF08659;PF00550;PF14573;PF00109
k141_110842	deepbgc	0.1.0	deepbgc	k141_110842_141-984.1	141	984	843	1	1	0	0.69646	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_110842_k141_110842_1		PF05019
k141_295365	deepbgc	0.1.0	deepbgc	k141_295365_177-723.1	177	723	546	1	1	0	0.52547	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_295365_k141_295365_2		PF11015
k141_295365	deepbgc	0.1.0	deepbgc	k141_295365_4389-5781.1	4389	5781	1392	1	1	0	0.59098	antibacterial	0.80	0.11	0.19	0.23		0.00	0.07	0.14	0.30	0.15	0.01	0.37	k141_295365_k141_295365_5		PF13489
k141_37026	deepbgc	0.1.0	deepbgc	k141_37026_2-2026.1	2	2026	2024	3	10	5	0.73306	antibacterial	0.69	0.39	0.16	0.10		0.00	0.11	0.18	0.48	0.04	0.29	0.04	k141_37026_k141_37026_1;k141_37026_k141_37026_2;k141_37026_k141_37026_3	PF02894;PF02719;PF01370;PF04321;PF01408	PF02775;PF04321;PF01370;PF01073;PF16363;PF02719;PF02423;PF01408;PF01113;PF02894
k141_332299	deepbgc	0.1.0	deepbgc	k141_332299_487-1671.1	487	1671	1184	2	3	1	0.58655	antibacterial	0.86	0.07	0.17	0.27		0.00	0.07	0.13	0.31	0.20	0.03	0.32	k141_332299_k141_332299_3;k141_332299_k141_332299_4	PF01243	PF12900;PF01243;PF10979
k141_406105	deepbgc	0.1.0	deepbgc	k141_406105_7831-9769.1	7831	9769	1938	2	2	1	0.75117	antibacterial	0.87	0.06	0.18	0.25		0.00	0.07	0.27	0.23	0.17	0.02	0.27	k141_406105_k141_406105_9;k141_406105_k141_406105_10	PF02668	PF02668;PF10517
k141_406109	deepbgc	0.1.0	deepbgc	k141_406109_831-1503.1	831	1503	672	1	6	1	0.54239		0.49	0.34	0.20	0.23	Polyketide	0.06	0.03	0.06	0.55	0.20	0.03	0.15	k141_406109_k141_406109_3	PF01494	PF03486;PF01494;PF00890;PF01134;PF12831;PF13738
k141_406109	deepbgc	0.1.0	deepbgc	k141_406109_2084-2297.1	2084	2297	213	1	1	0	0.59278	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_406109_k141_406109_5		PF07589
k141_37041	deepbgc	0.1.0	deepbgc	k141_37041_25-1225.1	25	1225	1200	1	1	0	0.51666	antibacterial	0.88	0.06	0.14	0.29		0.00	0.10	0.07	0.33	0.20	0.03	0.32	k141_37041_k141_37041_1		PF02687
k141_221551	deepbgc	0.1.0	deepbgc	k141_221551_314-671.1	314	671	357	1	9	0	0.50757	antibacterial	0.64	0.02	0.02	0.05		0.00	0.01	0.24	0.07	0.25	0.03	0.42	k141_221551_k141_221551_2		PF06052;PF12973;PF07883;PF05899;PF00027;PF00190;PF02311;PF12852;PF11699
k141_295387	deepbgc	0.1.0	deepbgc	k141_295387_1-1309.1	1	1309	1308	2	4	0	0.70841	antibacterial	0.86	0.06	0.20	0.24		0.00	0.07	0.13	0.33	0.21	0.03	0.28	k141_295387_k141_295387_1;k141_295387_k141_295387_2		PF00753;PF12706;PF00685;PF13469
k141_73931	deepbgc	0.1.0	deepbgc	k141_73931_1-1267.1	1	1267	1266	1	1	0	0.55848	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_73931_k141_73931_1		PF12158
k141_184679	deepbgc	0.1.0	deepbgc	k141_184679_6-895.1	6	895	889	2	2	0	0.64465	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	k141_184679_k141_184679_1;k141_184679_k141_184679_2		PF00440;PF04134
k141_110865	deepbgc	0.1.0	deepbgc	k141_110865_289-1702.1	289	1702	1413	1	2	1	0.55793	antibacterial	0.85	0.05	0.16	0.25	Saccharide	0.00	0.03	0.03	0.22	0.09	0.50	0.18	k141_110865_k141_110865_1	PF02397	PF02397;PF13727
k141_73940	deepbgc	0.1.0	deepbgc	k141_73940_125-1484.1	125	1484	1359	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_73940_k141_73940_1		PF00665
k141_221569	deepbgc	0.1.0	deepbgc	k141_221569_1-1225.1	1	1225	1224	2	3	1	0.64817	antibacterial	0.89	0.05	0.14	0.31		0.00	0.09	0.08	0.34	0.21	0.03	0.30	k141_221569_k141_221569_1;k141_221569_k141_221569_2	PF00288	PF01344;PF08544;PF00288
k141_147769	deepbgc	0.1.0	deepbgc	k141_147769_207-1059.1	207	1059	852	1	1	0	0.64007	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_147769_k141_147769_1		PF05187
k141_184697	deepbgc	0.1.0	deepbgc	k141_184697_0-1044.1	0	1044	1044	1	1	0	0.55340	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_184697_k141_184697_1		PF00801
k141_73957	deepbgc	0.1.0	deepbgc	k141_73957_708-1449.1	708	1449	741	1	1	0	0.54457	antibacterial	0.86	0.06	0.17	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_73957_k141_73957_1		PF09346
k141_184711	deepbgc	0.1.0	deepbgc	k141_184711_1027-1672.1	1027	1672	645	1	2	0	0.67930	antibacterial	0.87	0.06	0.17	0.26		0.01	0.09	0.06	0.38	0.17	0.03	0.32	k141_184711_k141_184711_3		PF13517;PF01839
k141_147783	deepbgc	0.1.0	deepbgc	k141_147783_1-1180.1	1	1180	1179	2	3	0	0.62656	antibacterial	0.84	0.05	0.16	0.24		0.00	0.10	0.13	0.32	0.19	0.03	0.30	k141_147783_k141_147783_1;k141_147783_k141_147783_2		PF04784;PF07478;PF02655
k141_110885	deepbgc	0.1.0	deepbgc	k141_110885_1-1381.1	1	1381	1380	2	8	1	0.56268	antibacterial	0.61	0.08	0.09	0.37		0.00	0.31	0.13	0.41	0.13	0.01	0.01	k141_110885_k141_110885_1;k141_110885_k141_110885_2	PF00561	PF12697;PF00756;PF11339;PF00326;PF12146;PF00561;PF07690;PF05977
k141_332338	deepbgc	0.1.0	deepbgc	k141_332338_2-1037.1	2	1037	1035	1	1	0	0.60711	antibacterial	0.87	0.06	0.17	0.26		0.00	0.11	0.06	0.32	0.21	0.03	0.31	k141_332338_k141_332338_1		PF00144
k141_221602	deepbgc	0.1.0	deepbgc	k141_221602_2-716.1	2	716	714	2	2	0	0.62255	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_221602_k141_221602_1;k141_221602_k141_221602_2		PF16385;PF06993
k141_369221	deepbgc	0.1.0	deepbgc	k141_369221_0-2671.1	0	2671	2671	3	6	4	0.75883	antibacterial	0.72	0.06	0.07	0.14		0.01	0.05	0.33	0.29	0.18	0.02	0.20	k141_369221_k141_369221_1;k141_369221_k141_369221_2;k141_369221_k141_369221_3	PF02771;PF00441;PF08028;PF02770	PF02770;PF02771;PF08028;PF00441;PF02771;PF00440
k141_184725	deepbgc	0.1.0	deepbgc	k141_184725_0-1416.1	0	1416	1416	1	1	0	0.56347	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_184725_k141_184725_1		PF01274
k141_406187	deepbgc	0.1.0	deepbgc	k141_406187_1165-2368.1	1165	2368	1203	1	1	0	0.50891	antibacterial	0.87	0.06	0.16	0.26		0.00	0.08	0.08	0.27	0.29	0.03	0.29	k141_406187_k141_406187_2		PF07715
k141_295474	deepbgc	0.1.0	deepbgc	k141_295474_24-864.1	24	864	840	1	1	0	0.64962	antibacterial	0.86	0.06	0.17	0.25	NRP	0.00	0.72	0.03	0.10	0.05	0.00	0.11	k141_295474_k141_295474_1		PF04116
k141_406200	deepbgc	0.1.0	deepbgc	k141_406200_165-1431.1	165	1431	1266	3	6	0	0.63611	antibacterial	0.80	0.12	0.16	0.24		0.00	0.10	0.10	0.34	0.20	0.03	0.29	k141_406200_k141_406200_2;k141_406200_k141_406200_3;k141_406200_k141_406200_4		PF05331;PF00009;PF00071;PF08477;PF03029;PF13796
k141_295475	deepbgc	0.1.0	deepbgc	k141_295475_903-1203.1	903	1203	300	1	1	0	0.56451	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_295475_k141_295475_2		PF06253
k141_295476	deepbgc	0.1.0	deepbgc	k141_295476_412-1435.1	412	1435	1023	1	1	0	0.74224	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_295476_k141_295476_1		PF02720
k141_406206	deepbgc	0.1.0	deepbgc	k141_406206_858-1080.1	858	1080	222	1	1	0	0.52046	antibacterial	0.87	0.05	0.16	0.25		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_406206_k141_406206_3		PF03405
k141_37141	deepbgc	0.1.0	deepbgc	k141_37141_2-311.1	2	311	309	1	1	0	0.50081	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_37141_k141_37141_1		PF03259
k141_369266	deepbgc	0.1.0	deepbgc	k141_369266_2-1998.1	2	1998	1996	2	2	0	0.50243	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_369266_k141_369266_1;k141_369266_k141_369266_2		PF06167;PF00665
k141_147835	deepbgc	0.1.0	deepbgc	k141_147835_30-1543.1	30	1543	1513	2	6	2	0.64962		0.42	0.13	0.40	0.05		0.04	0.42	0.39	0.22	0.00	0.11	0.00	k141_147835_k141_147835_1;k141_147835_k141_147835_2	PF00155;PF01041	PF00155;PF00266;PF01053;PF01212;PF01041;PF02775
k141_332398	deepbgc	0.1.0	deepbgc	k141_332398_1-2266.1	1	2266	2265	4	7	1	0.61300	antibacterial	0.87	0.03	0.22	0.21	Saccharide	0.00	0.02	0.04	0.01	0.15	0.77	0.01	k141_332398_k141_332398_1;k141_332398_k141_332398_2;k141_332398_k141_332398_3;k141_332398_k141_332398_4	PF00535	PF00535;PF13641;PF13704;PF10111;PF03544;PF09500;PF00881
k141_406216	deepbgc	0.1.0	deepbgc	k141_406216_959-1265.1	959	1265	306	1	1	0	0.64702	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_406216_k141_406216_2		PF03551
k141_369275	deepbgc	0.1.0	deepbgc	k141_369275_1-1662.1	1	1662	1661	2	7	2	0.55669	antibacterial	0.81	0.06	0.27	0.23	Saccharide	0.00	0.04	0.05	0.07	0.04	0.72	0.09	k141_369275_k141_369275_1;k141_369275_k141_369275_2	PF00535;PF01243	PF00535;PF10111;PF13641;PF13506;PF13632;PF06094;PF01243
k141_406220	deepbgc	0.1.0	deepbgc	k141_406220_1-1248.1	1	1248	1247	2	5	1	0.63761		0.33	0.03	0.23	0.18		0.00	0.07	0.21	0.22	0.30	0.03	0.22	k141_406220_k141_406220_1;k141_406220_k141_406220_2	PF01636	PF05901;PF00069;PF07714;PF14531;PF01636
k141_288	deepbgc	0.1.0	deepbgc	k141_288_438-732.1	438	732	294	1	1	0	0.55858	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_288_k141_288_2		PF09907
k141_184783	deepbgc	0.1.0	deepbgc	k141_184783_0-975.1	0	975	975	1	1	0	0.50183	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_184783_k141_184783_1		PF11329
k141_258557	deepbgc	0.1.0	deepbgc	k141_258557_94-1228.1	94	1228	1134	1	1	1	0.66426	antibacterial	0.76	0.06	0.14	0.28		0.00	0.07	0.25	0.24	0.21	0.03	0.25	k141_258557_k141_258557_2	PF01636	PF01636
k141_184788	deepbgc	0.1.0	deepbgc	k141_184788_0-1044.1	0	1044	1044	1	1	0	0.58168	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_184788_k141_184788_1		PF13349
k141_332415	deepbgc	0.1.0	deepbgc	k141_332415_2-707.1	2	707	705	1	4	0	0.54078	antibacterial	0.81	0.09	0.17	0.25		0.05	0.05	0.07	0.42	0.20	0.00	0.23	k141_332415_k141_332415_1		PF00326;PF07859;PF00135;PF10340
k141_258561	deepbgc	0.1.0	deepbgc	k141_258561_198-1347.1	198	1347	1149	1	2	0	0.55183	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_258561_k141_258561_1		PF03160;PF01345
k141_406227	deepbgc	0.1.0	deepbgc	k141_406227_2-1904.1	2	1904	1902	1	1	0	0.54314	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_406227_k141_406227_1		PF02653
k141_221677	deepbgc	0.1.0	deepbgc	k141_221677_2-3379.1	2	3379	3377	4	7	2	0.80316	antibacterial	0.79	0.02	0.17	0.06		0.01	0.26	0.31	0.43	0.00	0.00	0.00	k141_221677_k141_221677_1;k141_221677_k141_221677_2;k141_221677_k141_221677_3;k141_221677_k141_221677_4	PF00583;PF00501	PF02720;PF00174;PF10518;PF13673;PF00583;PF13193;PF00501
k141_74005	deepbgc	0.1.0	deepbgc	k141_74005_2-2252.1	2	2252	2250	1	3	1	0.57041	antibacterial	0.86	0.05	0.27	0.22	Saccharide	0.00	0.03	0.05	0.07	0.05	0.72	0.09	k141_74005_k141_74005_1	PF00535	PF10111;PF00535;PF13641
k141_308	deepbgc	0.1.0	deepbgc	k141_308_1598-2186.1	1598	2186	588	1	11	0	0.51169	antibacterial	0.81	0.10	0.10	0.28		0.00	0.07	0.20	0.26	0.34	0.01	0.16	k141_308_k141_308_2		PF00072;PF15978;PF01978;PF13936;PF00196;PF04545;PF08281;PF14493;PF13384;PF13412;PF04967
k141_37177	deepbgc	0.1.0	deepbgc	k141_37177_435-2327.1	435	2327	1892	2	3	1	0.54920	antibacterial	0.86	0.08	0.15	0.25	Polyketide	0.00	0.05	0.00	0.82	0.06	0.01	0.08	k141_37177_k141_37177_2;k141_37177_k141_37177_3	PF00378	PF00294;PF00378;PF16113
k141_110974	deepbgc	0.1.0	deepbgc	k141_110974_4937-6779.1	4937	6779	1842	1	3	0	0.60378	antibacterial	0.81	0.06	0.18	0.25		0.00	0.08	0.06	0.27	0.16	0.27	0.20	k141_110974_k141_110974_5		PF00685;PF13469;PF13692
k141_406244	deepbgc	0.1.0	deepbgc	k141_406244_2-1808.1	2	1808	1806	1	1	0	0.50257	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_406244_k141_406244_1		PF11898
k141_37178	deepbgc	0.1.0	deepbgc	k141_37178_182-3787.1	182	3787	3605	7	11	5	0.58040	antibacterial	0.75	0.07	0.22	0.27	Polyketide	0.02	0.01	0.03	0.71	0.02	0.03	0.19	k141_37178_k141_37178_1;k141_37178_k141_37178_2;k141_37178_k141_37178_3;k141_37178_k141_37178_4;k141_37178_k141_37178_5;k141_37178_k141_37178_6;k141_37178_k141_37178_7	PF00106;PF00903;PF08659;PF02719;PF01370	PF03747;PF00903;PF13328;PF01885;PF13561;PF00106;PF02719;PF08659;PF13460;PF01370;PF06787
k141_110976	deepbgc	0.1.0	deepbgc	k141_110976_0-1417.1	0	1417	1417	2	3	1	0.55024	antibacterial	0.76	0.06	0.14	0.28		0.00	0.07	0.25	0.23	0.22	0.03	0.25	k141_110976_k141_110976_1;k141_110976_k141_110976_2	PF01636	PF01668;PF01636;PF07914
k141_332446	deepbgc	0.1.0	deepbgc	k141_332446_94-1399.1	94	1399	1305	1	1	0	0.54314	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_332446_k141_332446_1		PF02653
k141_295542	deepbgc	0.1.0	deepbgc	k141_295542_1-1183.1	1	1183	1182	2	4	2	0.72110	antibacterial	0.68	0.06	0.09	0.32		0.00	0.16	0.28	0.47	0.06	0.02	0.16	k141_295542_k141_295542_1;k141_295542_k141_295542_2	PF00108;PF08545	PF03352;PF00195;PF00108;PF08545
