sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_408169	deepbgc	0.1.0	deepbgc	k141_408169_1287-1977.1	1287	1977	690	1	1	0	0.53529	antibacterial	0.80	0.06	0.16	0.25		0.00	0.09	0.11	0.30	0.21	0.03	0.32	k141_408169_k141_408169_3		PF01261
k141_137	deepbgc	0.1.0	deepbgc	k141_137_787-1939.1	787	1939	1152	1	1	0	0.50798	antibacterial	0.84	0.09	0.17	0.23		0.00	0.08	0.07	0.32	0.20	0.07	0.30	k141_137_k141_137_2		PF00932
k141_333992	deepbgc	0.1.0	deepbgc	k141_333992_2-959.1	2	959	957	1	2	0	0.52596	antibacterial	0.84	0.09	0.18	0.26		0.04	0.08	0.09	0.29	0.21	0.03	0.31	k141_333992_k141_333992_1		PF01070;PF01645
k141_222723	deepbgc	0.1.0	deepbgc	k141_222723_623-1355.1	623	1355	732	1	2	2	0.50870	antibacterial	0.89	0.22	0.14	0.21		0.00	0.09	0.10	0.36	0.19	0.06	0.28	k141_222723_k141_222723_2	PF02894;PF01408	PF02894;PF01408
k141_74345	deepbgc	0.1.0	deepbgc	k141_74345_200-962.1	200	962	762	1	2	1	0.57773	antibacterial	0.58	0.08	0.39	0.15	Polyketide	0.00	0.16	0.14	0.60	0.06	0.01	0.08	k141_74345_k141_74345_2	PF00107	PF13602;PF00107
k141_157	deepbgc	0.1.0	deepbgc	k141_157_630-2862.1	630	2862	2232	3	5	1	0.63840	antibacterial	0.89	0.06	0.16	0.23	RiPP	0.00	0.02	0.31	0.11	0.51	0.00	0.07	k141_157_k141_157_2;k141_157_k141_157_3;k141_157_k141_157_4	PF04055	PF03551;PF12345;PF04055;PF13353;PF13394
k141_259819	deepbgc	0.1.0	deepbgc	k141_259819_1-1005.1	1	1005	1004	2	2	0	0.55224	antibacterial	0.87	0.06	0.18	0.26		0.00	0.09	0.08	0.32	0.20	0.05	0.31	k141_259819_k141_259819_1;k141_259819_k141_259819_2		PF13773;PF00459
k141_74355	deepbgc	0.1.0	deepbgc	k141_74355_2-1289.1	2	1289	1287	1	2	0	0.69630	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.04	0.28	0.19	0.18	0.28	k141_74355_k141_74355_1		PF05048;PF13229
k141_169	deepbgc	0.1.0	deepbgc	k141_169_1587-1974.1	1587	1974	387	1	1	0	0.54578	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_169_k141_169_2		PF08223
k141_174	deepbgc	0.1.0	deepbgc	k141_174_79-1081.1	79	1081	1002	1	1	0	0.72585	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.05	0.32	0.21	0.07	0.32	k141_174_k141_174_1		PF13229
k141_296926	deepbgc	0.1.0	deepbgc	k141_296926_0-453.1	0	453	453	1	1	0	0.76083	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.06	0.31	0.20	0.08	0.31	k141_296926_k141_296926_1		PF14907
k141_185660	deepbgc	0.1.0	deepbgc	k141_185660_144-1266.1	144	1266	1122	1	1	0	0.50361	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_185660_k141_185660_2		PF16586
k141_408236	deepbgc	0.1.0	deepbgc	k141_408236_205-850.1	205	850	645	1	1	0	0.52345	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_408236_k141_408236_1		PF07394
k141_74387	deepbgc	0.1.0	deepbgc	k141_74387_243-1257.1	243	1257	1014	1	1	0	0.61821	antibacterial	0.87	0.07	0.17	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_74387_k141_74387_1		PF07995
k141_259854	deepbgc	0.1.0	deepbgc	k141_259854_10-1255.1	10	1255	1245	1	1	0	0.57669	antibacterial	0.76	0.06	0.17	0.24		0.00	0.08	0.23	0.20	0.20	0.00	0.31	k141_259854_k141_259854_1		PF13191
k141_296948	deepbgc	0.1.0	deepbgc	k141_296948_1477-3013.1	1477	3013	1536	1	1	0	0.50289	antibacterial	0.87	0.06	0.18	0.26		0.00	0.09	0.07	0.32	0.21	0.03	0.33	k141_296948_k141_296948_2		PF01645
k141_185677	deepbgc	0.1.0	deepbgc	k141_185677_7-913.1	7	913	906	1	2	0	0.62825	antibacterial	0.76	0.04	0.15	0.43	Polyketide	0.01	0.00	0.04	0.90	0.00	0.01	0.05	k141_185677_k141_185677_1		PF07690;PF05977
k141_371146	deepbgc	0.1.0	deepbgc	k141_371146_2-3464.1	2	3464	3462	5	5	0	0.55653	antibacterial	0.80	0.07	0.14	0.22		0.00	0.08	0.14	0.27	0.27	0.03	0.27	k141_371146_k141_371146_1;k141_371146_k141_371146_2;k141_371146_k141_371146_3;k141_371146_k141_371146_4;k141_371146_k141_371146_5		PF13609;PF02581;PF01168;PF03734;PF00072
k141_408246	deepbgc	0.1.0	deepbgc	k141_408246_502-1702.1	502	1702	1200	1	5	1	0.57569	antibacterial	0.74	0.06	0.13	0.25	Saccharide	0.00	0.01	0.05	0.04	0.03	0.84	0.04	k141_408246_k141_408246_1	PF00534	PF13524;PF00534;PF13692;PF13439;PF13579
k141_37248	deepbgc	0.1.0	deepbgc	k141_37248_200-1472.1	200	1472	1272	2	3	2	0.66195	antibacterial	0.66	0.10	0.23	0.16	Polyketide	0.00	0.33	0.06	0.82	0.01	0.00	0.03	k141_37248_k141_37248_1;k141_37248_k141_37248_2	PF02801;PF00109	PF00109;PF02801;PF08843
k141_111508	deepbgc	0.1.0	deepbgc	k141_111508_118-571.1	118	571	453	1	1	0	0.52555	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_111508_k141_111508_1		PF05025
k141_408267	deepbgc	0.1.0	deepbgc	k141_408267_1-1102.1	1	1102	1101	1	1	0	0.56580	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_408267_k141_408267_1		PF13759
k141_37257	deepbgc	0.1.0	deepbgc	k141_37257_4-715.1	4	715	711	1	1	0	0.65191	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_37257_k141_37257_1		PF12973
k141_408268	deepbgc	0.1.0	deepbgc	k141_408268_10-1063.1	10	1063	1053	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_408268_k141_408268_1		PF00665
k141_371175	deepbgc	0.1.0	deepbgc	k141_371175_117-1858.1	117	1858	1741	3	11	0	0.58100		0.49	0.22	0.23	0.10	RiPP	0.00	0.01	0.09	0.01	0.89	0.00	0.00	k141_371175_k141_371175_1;k141_371175_k141_371175_2;k141_371175_k141_371175_3		PF13304;PF12698;PF12679;PF00005;PF03193;PF02463;PF13476;PF13191;PF13555;PF13304;PF05729
k141_259888	deepbgc	0.1.0	deepbgc	k141_259888_1-1170.1	1	1170	1169	2	4	1	0.53417	antibacterial	0.84	0.06	0.15	0.22	RiPP	0.00	0.02	0.32	0.10	0.51	0.00	0.07	k141_259888_k141_259888_1;k141_259888_k141_259888_2	PF04055	PF01261;PF13353;PF13394;PF04055
k141_111528	deepbgc	0.1.0	deepbgc	k141_111528_344-911.1	344	911	567	1	1	0	0.53613	antibacterial	0.82	0.08	0.16	0.24		0.00	0.07	0.07	0.34	0.21	0.03	0.33	k141_111528_k141_111528_2		PF04542
k141_222816	deepbgc	0.1.0	deepbgc	k141_222816_272-1694.1	272	1694	1422	2	2	0	0.51656	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.08	0.33	0.21	0.03	0.31	k141_222816_k141_222816_1;k141_222816_k141_222816_2		PF01227;PF03965
k141_148621	deepbgc	0.1.0	deepbgc	k141_148621_825-2112.1	825	2112	1287	4	8	0	0.64933		0.42	0.03	0.30	0.14		0.00	0.09	0.07	0.31	0.27	0.03	0.29	k141_148621_k141_148621_2;k141_148621_k141_148621_3;k141_148621_k141_148621_4;k141_148621_k141_148621_5		PF00069;PF07714;PF00069;PF00036;PF13833;PF13499;PF13405;PF13202
k141_185724	deepbgc	0.1.0	deepbgc	k141_185724_2-1085.1	2	1085	1083	1	1	0	0.51070	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_185724_k141_185724_1		PF01471
k141_260	deepbgc	0.1.0	deepbgc	k141_260_91-1480.1	91	1480	1389	2	2	1	0.56993	antibacterial	0.58	0.09	0.37	0.17	Other	0.00	0.18	0.50	0.13	0.06	0.01	0.14	k141_260_k141_260_1;k141_260_k141_260_2	PF00155	PF00155;PF02586
k141_259914	deepbgc	0.1.0	deepbgc	k141_259914_1-1069.1	1	1069	1068	1	1	0	0.66849	antibacterial	0.87	0.06	0.17	0.26	RiPP	0.00	0.01	0.02	0.04	0.89	0.02	0.04	k141_259914_k141_259914_1		PF00082
k141_334133	deepbgc	0.1.0	deepbgc	k141_334133_2-794.1	2	794	792	1	1	0	0.50053	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_334133_k141_334133_1		PF15420
k141_148640	deepbgc	0.1.0	deepbgc	k141_148640_2-1013.1	2	1013	1011	1	1	1	0.54416	antibacterial	0.89	0.06	0.16	0.23		0.00	0.03	0.29	0.12	0.39	0.01	0.18	k141_148640_k141_148640_1	PF04055	PF04055
k141_111550	deepbgc	0.1.0	deepbgc	k141_111550_1-1777.1	1	1777	1776	1	1	0	0.61931	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_111550_k141_111550_1		PF16184
k141_266	deepbgc	0.1.0	deepbgc	k141_266_347-944.1	347	944	597	1	1	0	0.55368	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_266_k141_266_2		PF04955
k141_185726	deepbgc	0.1.0	deepbgc	k141_185726_154-1444.1	154	1444	1290	2	2	2	0.60281	antibacterial	0.85	0.06	0.17	0.27		0.00	0.09	0.07	0.33	0.22	0.03	0.32	k141_185726_k141_185726_1;k141_185726_k141_185726_2	PF01039;PF00289	PF01039;PF00289
k141_222844	deepbgc	0.1.0	deepbgc	k141_222844_776-1115.1	776	1115	339	1	1	1	0.63857	antibacterial	0.86	0.06	0.17	0.26		0.00	0.06	0.05	0.29	0.17	0.23	0.25	k141_222844_k141_222844_2	PF02397	PF02397
k141_408299	deepbgc	0.1.0	deepbgc	k141_408299_6-774.1	6	774	768	1	2	0	0.53783		0.42	0.03	0.30	0.14		0.00	0.09	0.07	0.31	0.27	0.03	0.29	k141_408299_k141_408299_1		PF07714;PF00069
k141_408299	deepbgc	0.1.0	deepbgc	k141_408299_2069-2594.1	2069	2594	525	1	3	0	0.56654	antibacterial	0.81	0.13	0.17	0.22		0.00	0.06	0.14	0.29	0.19	0.01	0.34	k141_408299_k141_408299_3		PF02527;PF05175;PF07021
k141_148657	deepbgc	0.1.0	deepbgc	k141_148657_1-1012.1	1	1012	1011	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_148657_k141_148657_1		PF00665
k141_334151	deepbgc	0.1.0	deepbgc	k141_334151_1-958.1	1	958	957	1	1	0	0.58311	antibacterial	0.86	0.06	0.18	0.25		0.00	0.09	0.07	0.32	0.21	0.03	0.33	k141_334151_k141_334151_1		PF02129
k141_288	deepbgc	0.1.0	deepbgc	k141_288_99-1808.1	99	1808	1709	2	4	1	0.64154		0.33	0.03	0.25	0.16		0.00	0.07	0.21	0.22	0.30	0.03	0.22	k141_288_k141_288_1;k141_288_k141_288_2	PF01636	PF00069;PF07714;PF01636;PF02527
k141_297037	deepbgc	0.1.0	deepbgc	k141_297037_2-683.1	2	683	681	1	1	0	0.82048	antibacterial	0.86	0.06	0.17	0.24		0.00	0.09	0.08	0.34	0.20	0.03	0.32	k141_297037_k141_297037_1		PF05721
k141_259944	deepbgc	0.1.0	deepbgc	k141_259944_2049-3315.1	2049	3315	1266	1	1	0	0.53507	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_259944_k141_259944_1		PF04286
k141_334171	deepbgc	0.1.0	deepbgc	k141_334171_98-1535.1	98	1535	1437	1	2	0	0.69280	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.04	0.28	0.19	0.18	0.28	k141_334171_k141_334171_1		PF13229;PF05048
k141_305	deepbgc	0.1.0	deepbgc	k141_305_584-1799.1	584	1799	1215	1	1	0	0.56170	antibacterial	0.84	0.06	0.17	0.26		0.00	0.11	0.07	0.32	0.20	0.03	0.32	k141_305_k141_305_1		PF01609
k141_297060	deepbgc	0.1.0	deepbgc	k141_297060_0-609.1	0	609	609	1	1	0	0.50216	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.14	0.32	0.18	0.03	0.29	k141_297060_k141_297060_1		PF01425
k141_297064	deepbgc	0.1.0	deepbgc	k141_297064_2-1151.1	2	1151	1149	2	2	0	0.74501	antibacterial	0.88	0.06	0.16	0.26		0.00	0.10	0.09	0.33	0.19	0.03	0.31	k141_297064_k141_297064_1;k141_297064_k141_297064_2		PF00775;PF01613
k141_371253	deepbgc	0.1.0	deepbgc	k141_371253_319-1611.1	319	1611	1292	2	3	0	0.57882	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.46	0.17	0.15	0.01	0.18	k141_371253_k141_371253_1;k141_371253_k141_371253_2		PF13972;PF00440;PF07167
k141_111621	deepbgc	0.1.0	deepbgc	k141_111621_108-1158.1	108	1158	1050	1	1	0	0.66461	antibacterial	0.86	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_111621_k141_111621_1		PF04616
k141_37303	deepbgc	0.1.0	deepbgc	k141_37303_153-3361.1	153	3361	3208	2	6	1	0.68074	antibacterial	0.61	0.24	0.20	0.15		0.04	0.03	0.27	0.20	0.37	0.01	0.10	k141_37303_k141_37303_1;k141_37303_k141_37303_2	PF08242	PF00939;PF03600;PF02080;PF02390;PF08242;PF13649
k141_37303	deepbgc	0.1.0	deepbgc	k141_37303_4262-15452.1	4262	15452	11190	11	11	3	0.75659	inhibitor	0.28	0.05	0.66	0.09	Polyketide	0.00	0.13	0.21	0.57	0.01	0.01	0.11	k141_37303_k141_37303_4;k141_37303_k141_37303_5;k141_37303_k141_37303_6;k141_37303_k141_37303_7;k141_37303_k141_37303_8;k141_37303_k141_37303_9;k141_37303_k141_37303_10;k141_37303_k141_37303_11;k141_37303_k141_37303_12;k141_37303_k141_37303_13;k141_37303_k141_37303_14	PF08240;PF00202;PF00107	PF04403;PF02470;PF03886;PF00202;PF03629;PF01048;PF13602;PF00107;PF08240;PF06764;PF00871
k141_334194	deepbgc	0.1.0	deepbgc	k141_334194_1-439.1	1	439	438	1	1	0	0.53084	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_334194_k141_334194_1		PF13379
k141_297071	deepbgc	0.1.0	deepbgc	k141_297071_1-769.1	1	769	768	1	1	0	0.63606	antibacterial	0.76	0.10	0.22	0.24		0.00	0.07	0.08	0.30	0.25	0.03	0.31	k141_297071_k141_297071_1		PF12679
k141_74531	deepbgc	0.1.0	deepbgc	k141_74531_1-1552.1	1	1552	1551	2	12	2	0.73507		0.28	0.42	0.20	0.01		0.04	0.03	0.48	0.03	0.07	0.00	0.36	k141_74531_k141_74531_1;k141_74531_k141_74531_2	PF08242;PF08241	PF00027;PF13489;PF13847;PF05148;PF02353;PF01209;PF08241;PF08242;PF13649;PF01135;PF05175;PF13679
k141_148705	deepbgc	0.1.0	deepbgc	k141_148705_1-1285.1	1	1285	1284	1	1	0	0.57378	antibacterial	0.86	0.06	0.18	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_148705_k141_148705_1		PF00400
k141_111630	deepbgc	0.1.0	deepbgc	k141_111630_623-1067.1	623	1067	444	1	1	1	0.59911	antibacterial	0.86	0.06	0.17	0.26		0.00	0.06	0.05	0.29	0.17	0.23	0.25	k141_111630_k141_111630_2	PF02397	PF02397
k141_185802	deepbgc	0.1.0	deepbgc	k141_185802_2-1288.1	2	1288	1286	2	3	1	0.50470	antibacterial	0.83	0.08	0.21	0.25	Saccharide	0.00	0.01	0.01	0.06	0.04	0.79	0.12	k141_185802_k141_185802_1;k141_185802_k141_185802_2	PF00483	PF00483;PF12804;PF09423
k141_148713	deepbgc	0.1.0	deepbgc	k141_148713_239-599.1	239	599	360	1	9	0	0.51835	antibacterial	0.83	0.10	0.15	0.33		0.01	0.10	0.11	0.29	0.22	0.04	0.29	k141_148713_k141_148713_1		PF01527;PF01710;PF00292;PF13384;PF13518;PF13551;PF13565;PF01498;PF13276
k141_408366	deepbgc	0.1.0	deepbgc	k141_408366_790-1178.1	790	1178	388	2	2	0	0.55555	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_408366_k141_408366_3;k141_408366_k141_408366_4		PF11582;PF05982
k141_297093	deepbgc	0.1.0	deepbgc	k141_297093_91-577.1	91	577	486	1	1	1	0.57754	antibacterial	0.86	0.05	0.16	0.25		0.00	0.08	0.05	0.25	0.17	0.26	0.22	k141_297093_k141_297093_1	PF00535	PF00535
k141_408376	deepbgc	0.1.0	deepbgc	k141_408376_3-1019.1	3	1019	1016	2	7	0	0.65758	antibacterial	0.82	0.09	0.15	0.34		0.01	0.10	0.11	0.29	0.22	0.04	0.29	k141_408376_k141_408376_1;k141_408376_k141_408376_2		PF13358;PF13358;PF13592;PF13565;PF13551;PF13518;PF13384
k141_371283	deepbgc	0.1.0	deepbgc	k141_371283_2-1025.1	2	1025	1023	1	1	0	0.57083	antibacterial	0.80	0.06	0.16	0.27		0.00	0.09	0.06	0.36	0.21	0.04	0.30	k141_371283_k141_371283_1		PF12831
k141_334223	deepbgc	0.1.0	deepbgc	k141_334223_101-1409.1	101	1409	1308	1	1	0	0.63076	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_334223_k141_334223_2		PF14498
k141_185824	deepbgc	0.1.0	deepbgc	k141_185824_891-1206.1	891	1206	315	1	3	1	0.58967		0.33	0.03	0.25	0.16		0.00	0.07	0.21	0.22	0.30	0.03	0.22	k141_185824_k141_185824_2	PF01636	PF07714;PF00069;PF01636
k141_334234	deepbgc	0.1.0	deepbgc	k141_334234_0-1149.1	0	1149	1149	2	2	0	0.53028	antibacterial	0.88	0.06	0.14	0.25		0.00	0.09	0.07	0.28	0.31	0.03	0.27	k141_334234_k141_334234_1;k141_334234_k141_334234_2		PF00072;PF00072
k141_371292	deepbgc	0.1.0	deepbgc	k141_371292_2-2876.1	2	2876	2874	2	3	2	0.76987	antibacterial	0.51	0.09	0.34	0.11		0.01	0.19	0.24	0.31	0.09	0.03	0.16	k141_371292_k141_371292_1;k141_371292_k141_371292_2	PF01266;PF00501	PF00501;PF01266;PF01946
k141_185831	deepbgc	0.1.0	deepbgc	k141_185831_0-957.1	0	957	957	1	1	0	0.56482	antibacterial	0.87	0.07	0.17	0.27		0.00	0.09	0.15	0.29	0.19	0.02	0.30	k141_185831_k141_185831_1		PF00676
k141_111674	deepbgc	0.1.0	deepbgc	k141_111674_2-761.1	2	761	759	1	1	0	0.69347	antibacterial	0.87	0.06	0.17	0.26		0.00	0.10	0.07	0.32	0.20	0.03	0.34	k141_111674_k141_111674_1		PF05893
k141_222970	deepbgc	0.1.0	deepbgc	k141_222970_0-1071.1	0	1071	1071	1	2	0	0.50279	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_222970_k141_222970_1		PF13433;PF13458
k141_74573	deepbgc	0.1.0	deepbgc	k141_74573_220-700.1	220	700	480	1	2	0	0.69407	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_74573_k141_74573_3		PF05163;PF12867
k141_37364	deepbgc	0.1.0	deepbgc	k141_37364_622-1175.1	622	1175	553	2	2	0	0.65637	antibacterial	0.61	0.04	0.19	0.18		0.00	0.10	0.07	0.32	0.24	0.03	0.29	k141_37364_k141_37364_3;k141_37364_k141_37364_4		PF00433;PF00069
k141_74578	deepbgc	0.1.0	deepbgc	k141_74578_1-1894.1	1	1894	1893	3	4	0	0.59501	antibacterial	0.76	0.08	0.13	0.23	RiPP	0.00	0.05	0.21	0.10	0.52	0.02	0.12	k141_74578_k141_74578_1;k141_74578_k141_74578_2;k141_74578_k141_74578_3		PF02653;PF02653;PF00005;PF13476
k141_297137	deepbgc	0.1.0	deepbgc	k141_297137_1-1666.1	1	1666	1665	2	3	0	0.54050	antibacterial	0.67	0.07	0.36	0.21		0.00	0.25	0.12	0.24	0.19	0.03	0.22	k141_297137_k141_297137_1;k141_297137_k141_297137_2		PF13452;PF01575;PF05138
k141_393	deepbgc	0.1.0	deepbgc	k141_393_2-917.1	2	917	915	2	2	0	0.58625	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_393_k141_393_1;k141_393_k141_393_2		PF08937;PF12762
k141_395	deepbgc	0.1.0	deepbgc	k141_395_604-1666.1	604	1666	1062	1	1	0	0.67538	antibacterial	0.76	0.10	0.22	0.24		0.00	0.07	0.08	0.30	0.25	0.03	0.31	k141_395_k141_395_2		PF12679
k141_334267	deepbgc	0.1.0	deepbgc	k141_334267_476-1247.1	476	1247	771	1	1	0	0.54762	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_334267_k141_334267_2		PF00115
k141_185863	deepbgc	0.1.0	deepbgc	k141_185863_2-1732.1	2	1732	1730	2	4	2	0.71684	antibacterial	0.76	0.06	0.13	0.25	Saccharide	0.00	0.01	0.02	0.15	0.08	0.69	0.07	k141_185863_k141_185863_1;k141_185863_k141_185863_2	PF02397;PF00534	PF13579;PF00534;PF13692;PF02397
