sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_580843	deepbgc	0.1.0	deepbgc	k141_580843_922-2002.1	922	2002	1080	1	8	0	0.59306	antibacterial	0.80	0.06	0.12	0.31		0.01	0.08	0.10	0.28	0.28	0.03	0.27	k141_580843_k141_580843_1		PF13936;PF15978;PF13384;PF13551;PF08281;PF13565;PF01498;PF13358
k141_193724	deepbgc	0.1.0	deepbgc	k141_193724_0-1821.1	0	1821	1821	2	6	2	0.52314	antibacterial	0.56	0.07	0.06	0.45		0.00	0.40	0.15	0.39	0.02	0.02	0.03	k141_193724_k141_193724_1;k141_193724_k141_193724_2	PF00561;PF00975	PF04262;PF12146;PF12697;PF00561;PF00975;PF07819
k141_96935	deepbgc	0.1.0	deepbgc	k141_96935_1660-2026.1	1660	2026	366	1	1	0	0.58229	antibacterial	0.88	0.06	0.16	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_96935_k141_96935_2		PF00389
k141_96936	deepbgc	0.1.0	deepbgc	k141_96936_123-906.1	123	906	783	1	3	1	0.56147	antibacterial	0.70	0.05	0.11	0.35	NRP	0.00	0.54	0.11	0.20	0.07	0.02	0.07	k141_96936_k141_96936_2	PF00561	PF00561;PF12146;PF12697
k141_193731	deepbgc	0.1.0	deepbgc	k141_193731_468-2442.1	468	2442	1974	4	2	0	0.60590	antibacterial	0.85	0.06	0.15	0.32		0.00	0.26	0.11	0.39	0.18	0.04	0.24	k141_193731_k141_193731_2;k141_193731_k141_193731_3;k141_193731_k141_193731_4;k141_193731_k141_193731_5		PF01510;PF13384
k141_1064845	deepbgc	0.1.0	deepbgc	k141_1064845_82-850.1	82	850	768	1	1	0	0.54636	antibacterial	0.88	0.06	0.16	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1064845_k141_1064845_1		PF01498
k141_96962	deepbgc	0.1.0	deepbgc	k141_96962_457-949.1	457	949	492	1	1	0	0.53727	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_96962_k141_96962_1		PF04290
k141_96975	deepbgc	0.1.0	deepbgc	k141_96975_256-1339.1	256	1339	1083	1	1	0	0.52093	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_96975_k141_96975_2		PF17148
k141_97004	deepbgc	0.1.0	deepbgc	k141_97004_2-1856.1	2	1856	1854	2	7	4	0.80524	antibacterial	0.52	0.16	0.33	0.11		0.02	0.18	0.10	0.47	0.04	0.25	0.04	k141_97004_k141_97004_1;k141_97004_k141_97004_2	PF01370;PF04321;PF07993;PF02719	PF16363;PF01370;PF01073;PF04321;PF02719;PF07993;PF03808
k141_677745	deepbgc	0.1.0	deepbgc	k141_677745_2-401.1	2	401	399	1	2	1	0.52743	antibacterial	0.87	0.06	0.16	0.25	Polyketide	0.00	0.05	0.00	0.81	0.06	0.01	0.08	k141_677745_k141_677745_1	PF00378	PF00378;PF16113
k141_968066	deepbgc	0.1.0	deepbgc	k141_968066_0-738.1	0	738	738	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_968066_k141_968066_1		PF09215
k141_266	deepbgc	0.1.0	deepbgc	k141_266_0-690.1	0	690	690	1	1	1	0.87308	antibacterial	0.94	0.00	0.04	0.01	Polyketide-Terpene	0.00	0.00	0.07	0.62	0.00	0.00	0.75	k141_266_k141_266_1	PF00067	PF00067
k141_290576	deepbgc	0.1.0	deepbgc	k141_290576_569-1019.1	569	1019	450	1	1	0	0.62655	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_290576_k141_290576_2		PF07681
k141_968101	deepbgc	0.1.0	deepbgc	k141_968101_2-1025.1	2	1025	1023	1	1	0	0.50773	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_968101_k141_968101_1		PF02424
k141_193823	deepbgc	0.1.0	deepbgc	k141_193823_456-1662.1	456	1662	1206	1	1	0	0.51688	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_193823_k141_193823_2		PF00482
k141_1064954	deepbgc	0.1.0	deepbgc	k141_1064954_1-3559.1	1	3559	3558	1	5	0	0.60368	antibacterial	0.87	0.06	0.17	0.26		0.01	0.09	0.06	0.38	0.17	0.03	0.32	k141_1064954_k141_1064954_1		PF13385;PF00354;PF00028;PF13517;PF01839
k141_387471	deepbgc	0.1.0	deepbgc	k141_387471_1-745.1	1	745	744	1	1	0	0.61727	antibacterial	0.86	0.06	0.17	0.26		0.00	0.09	0.07	0.32	0.20	0.07	0.30	k141_387471_k141_387471_1		PF13632
k141_677807	deepbgc	0.1.0	deepbgc	k141_677807_897-1146.1	897	1146	249	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.30	0.20	0.10	0.29	k141_677807_k141_677807_2		PF05699
k141_774604	deepbgc	0.1.0	deepbgc	k141_774604_2-707.1	2	707	705	1	1	1	0.52377	antibacterial	0.83	0.06	0.17	0.30		0.00	0.11	0.08	0.32	0.20	0.03	0.31	k141_774604_k141_774604_1	PF00171	PF00171
k141_581016	deepbgc	0.1.0	deepbgc	k141_581016_0-1125.1	0	1125	1125	1	1	0	0.50679	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_581016_k141_581016_1		PF04257
k141_871388	deepbgc	0.1.0	deepbgc	k141_871388_0-597.1	0	597	597	1	2	1	0.52498	antibacterial	0.87	0.06	0.16	0.25	Polyketide	0.00	0.05	0.00	0.81	0.06	0.01	0.08	k141_871388_k141_871388_1	PF00378	PF00378;PF16113
k141_430	deepbgc	0.1.0	deepbgc	k141_430_279-1417.1	279	1417	1138	2	2	0	0.66953	antibacterial	0.86	0.06	0.18	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_430_k141_430_2;k141_430_k141_430_3		PF04299;PF03629
k141_774707	deepbgc	0.1.0	deepbgc	k141_774707_1083-5456.1	1083	5456	4373	4	13	7	0.91867	antibacterial	0.67	0.19	0.30	0.17		0.04	0.11	0.26	0.18	0.00	0.48	0.00	k141_774707_k141_774707_1;k141_774707_k141_774707_2;k141_774707_k141_774707_3;k141_774707_k141_774707_4	PF01370;PF02719;PF00106;PF00483;PF02397;PF01041;PF00155	PF02397;PF13727;PF01041;PF00155;PF00266;PF02719;PF01370;PF16363;PF00106;PF03435;PF01073;PF00483;PF12804
k141_484288	deepbgc	0.1.0	deepbgc	k141_484288_1406-1982.1	1406	1982	576	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.30	0.20	0.10	0.29	k141_484288_k141_484288_2		PF05699
k141_774745	deepbgc	0.1.0	deepbgc	k141_774745_74-263.1	74	263	189	1	1	0	0.62724	antibacterial	0.83	0.10	0.17	0.24		0.00	0.10	0.12	0.45	0.17	0.02	0.20	k141_774745_k141_774745_1		PF13602
k141_774745	deepbgc	0.1.0	deepbgc	k141_774745_2214-3042.1	2214	3042	828	1	2	0	0.50825	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_774745_k141_774745_3		PF13676;PF01582
k141_968243	deepbgc	0.1.0	deepbgc	k141_968243_1-9308.1	1	9308	9307	8	23	5	0.89958	antibacterial	0.51	0.12	0.41	0.07	Saccharide	0.02	0.09	0.12	0.14	0.00	0.64	0.02	k141_968243_k141_968243_1;k141_968243_k141_968243_2;k141_968243_k141_968243_3;k141_968243_k141_968243_4;k141_968243_k141_968243_5;k141_968243_k141_968243_6;k141_968243_k141_968243_7;k141_968243_k141_968243_8	PF01370;PF02719;PF07993;PF04321;PF00535	PF13609;PF07396;PF16363;PF04321;PF02719;PF01370;PF01073;PF07993;PF02878;PF02879;PF02880;PF00408;PF01370;PF04321;PF16363;PF04321;PF01370;PF16363;PF13641;PF13632;PF10111;PF00535;PF13692
k141_677990	deepbgc	0.1.0	deepbgc	k141_677990_2-1022.1	2	1022	1020	1	1	0	0.66849	antibacterial	0.87	0.06	0.17	0.26	RiPP	0.00	0.01	0.02	0.04	0.89	0.02	0.04	k141_677990_k141_677990_1		PF00082
k141_484354	deepbgc	0.1.0	deepbgc	k141_484354_271-721.1	271	721	450	1	1	0	0.56014	antibacterial	0.87	0.06	0.17	0.26		0.00	0.25	0.07	0.43	0.18	0.03	0.26	k141_484354_k141_484354_2		PF01510
k141_193997	deepbgc	0.1.0	deepbgc	k141_193997_0-1151.1	0	1151	1151	2	2	0	0.51371	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_193997_k141_193997_1;k141_193997_k141_193997_2		PF00466;PF00687
k141_194019	deepbgc	0.1.0	deepbgc	k141_194019_2-1080.1	2	1080	1078	2	2	0	0.65562	antibacterial	0.87	0.07	0.15	0.23		0.00	0.08	0.09	0.33	0.21	0.04	0.32	k141_194019_k141_194019_1;k141_194019_k141_194019_2		PF00274;PF00293
k141_484391	deepbgc	0.1.0	deepbgc	k141_484391_464-1070.1	464	1070	606	1	1	0	0.53463	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_484391_k141_484391_1		PF03428
k141_97251	deepbgc	0.1.0	deepbgc	k141_97251_1-847.1	1	847	846	1	2	0	0.55422	antibacterial	0.83	0.06	0.17	0.26		0.00	0.11	0.07	0.32	0.20	0.03	0.32	k141_97251_k141_97251_1		PF01609;PF13808
k141_871567	deepbgc	0.1.0	deepbgc	k141_871567_2-776.1	2	776	774	1	2	0	0.51117	antibacterial	0.87	0.05	0.16	0.25		0.00	0.09	0.07	0.32	0.23	0.04	0.30	k141_871567_k141_871567_1		PF02826;PF00670
k141_968315	deepbgc	0.1.0	deepbgc	k141_968315_0-2012.1	0	2012	2012	2	3	0	0.54393	antibacterial	0.86	0.05	0.17	0.23		0.00	0.07	0.18	0.30	0.17	0.05	0.28	k141_968315_k141_968315_1;k141_968315_k141_968315_2		PF01425;PF02826;PF03807
k141_968320	deepbgc	0.1.0	deepbgc	k141_968320_2-1542.1	2	1542	1540	2	2	0	0.69608	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.09	0.35	0.18	0.03	0.32	k141_968320_k141_968320_1;k141_968320_k141_968320_2		PF07685;PF13517
k141_97294	deepbgc	0.1.0	deepbgc	k141_97294_1-1054.1	1	1054	1053	1	1	0	0.50891	antibacterial	0.87	0.06	0.16	0.26		0.00	0.08	0.08	0.27	0.29	0.03	0.29	k141_97294_k141_97294_1		PF07715
k141_871599	deepbgc	0.1.0	deepbgc	k141_871599_301-1207.1	301	1207	906	1	1	0	0.50891	antibacterial	0.87	0.06	0.16	0.26		0.00	0.08	0.08	0.27	0.29	0.03	0.29	k141_871599_k141_871599_1		PF07715
k141_536	deepbgc	0.1.0	deepbgc	k141_536_0-14721.1	0	14721	14721	13	13	2	0.78141	antibacterial	0.67	0.18	0.25	0.22	Polyketide	0.09	0.24	0.09	0.52	0.11	0.12	0.04	k141_536_k141_536_1;k141_536_k141_536_2;k141_536_k141_536_3;k141_536_k141_536_4;k141_536_k141_536_5;k141_536_k141_536_6;k141_536_k141_536_7;k141_536_k141_536_8;k141_536_k141_536_9;k141_536_k141_536_10;k141_536_k141_536_11;k141_536_k141_536_12;k141_536_k141_536_13	PF01370;PF04321	PF01370;PF13460;PF04321;PF13472;PF00657;PF03629;PF16861;PF02543;PF03301;PF07014;PF00266;PF00497;PF00528
k141_194076	deepbgc	0.1.0	deepbgc	k141_194076_289-1006.1	289	1006	717	1	1	0	0.50181	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.32	0.22	0.03	0.32	k141_194076_k141_194076_2		PF13620
k141_774890	deepbgc	0.1.0	deepbgc	k141_774890_2-1574.1	2	1574	1572	2	4	1	0.53184	antibacterial	0.85	0.07	0.16	0.26		0.00	0.09	0.08	0.37	0.20	0.03	0.31	k141_774890_k141_774890_1;k141_774890_k141_774890_2	PF02771	PF01012;PF00766;PF12418;PF02771
k141_1065227	deepbgc	0.1.0	deepbgc	k141_1065227_0-465.1	0	465	465	1	1	0	0.51058	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1065227_k141_1065227_1		PF12762
k141_387784	deepbgc	0.1.0	deepbgc	k141_387784_179-1202.1	179	1202	1023	1	1	1	0.57945	antibacterial	0.58	0.09	0.37	0.17	Other	0.00	0.18	0.50	0.13	0.06	0.01	0.14	k141_387784_k141_387784_1	PF00155	PF00155
k141_774900	deepbgc	0.1.0	deepbgc	k141_774900_64-2115.1	64	2115	2051	2	4	0	0.64265	antibacterial	0.75	0.06	0.29	0.21		0.00	0.09	0.05	0.35	0.19	0.03	0.34	k141_774900_k141_774900_1;k141_774900_k141_774900_2		PF13407;PF00532;PF07593;PF13517
k141_774904	deepbgc	0.1.0	deepbgc	k141_774904_182-2492.1	182	2492	2310	2	2	1	0.70383	antibacterial-antifungal	0.77	0.04	0.16	0.50	Polyketide	0.00	0.03	0.03	0.87	0.02	0.01	0.05	k141_774904_k141_774904_2;k141_774904_k141_774904_3	PF00171	PF00171;PF07690
k141_1065239	deepbgc	0.1.0	deepbgc	k141_1065239_18-909.1	18	909	891	1	1	1	0.54299	antibacterial	0.83	0.05	0.16	0.29		0.05	0.08	0.07	0.30	0.21	0.03	0.31	k141_1065239_k141_1065239_1	PF00248	PF00248
k141_194124	deepbgc	0.1.0	deepbgc	k141_194124_105-1065.1	105	1065	960	2	2	0	0.56828	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_194124_k141_194124_1;k141_194124_k141_194124_2		PF03872;PF03888
k141_484545	deepbgc	0.1.0	deepbgc	k141_484545_0-1573.1	0	1573	1573	2	3	0	0.54052	antibacterial	0.82	0.06	0.19	0.22		0.00	0.10	0.08	0.33	0.20	0.03	0.31	k141_484545_k141_484545_1;k141_484545_k141_484545_2		PF12833;PF00165;PF04389
k141_194146	deepbgc	0.1.0	deepbgc	k141_194146_0-1635.1	0	1635	1635	1	3	0	0.51092	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_194146_k141_194146_1		PF01968;PF13941;PF05378
k141_194155	deepbgc	0.1.0	deepbgc	k141_194155_48-729.1	48	729	681	1	3	0	0.53738	antibacterial	0.77	0.07	0.13	0.33		0.00	0.23	0.12	0.40	0.13	0.02	0.12	k141_194155_k141_194155_1		PF12697;PF12146;PF03096
k141_774976	deepbgc	0.1.0	deepbgc	k141_774976_1-3340.1	1	3340	3339	3	5	1	0.59738	antibacterial	0.84	0.05	0.16	0.25		0.00	0.09	0.05	0.25	0.17	0.25	0.22	k141_774976_k141_774976_1;k141_774976_k141_774976_2;k141_774976_k141_774976_3	PF00535	PF01841;PF12969;PF04784;PF13506;PF00535
k141_290949	deepbgc	0.1.0	deepbgc	k141_290949_1-2354.1	1	2354	2353	3	3	0	0.78244	antibacterial	0.86	0.06	0.17	0.24		0.00	0.09	0.10	0.33	0.19	0.03	0.32	k141_290949_k141_290949_1;k141_290949_k141_290949_2;k141_290949_k141_290949_3		PF05721;PF04264;PF01292
k141_678217	deepbgc	0.1.0	deepbgc	k141_678217_0-213.1	0	213	213	1	1	0	0.50428	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.32	0.22	0.03	0.32	k141_678217_k141_678217_1		PF00873
k141_484594	deepbgc	0.1.0	deepbgc	k141_484594_0-927.1	0	927	927	1	1	0	0.59257	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_484594_k141_484594_1		PF11954
k141_775030	deepbgc	0.1.0	deepbgc	k141_775030_2-3292.1	2	3292	3290	4	5	0	0.79651	antibacterial	0.73	0.04	0.26	0.12		0.00	0.37	0.28	0.25	0.04	0.07	0.03	k141_775030_k141_775030_1;k141_775030_k141_775030_2;k141_775030_k141_775030_3;k141_775030_k141_775030_4		PF13193;PF00550;PF03062;PF00132;PF14602
k141_291001	deepbgc	0.1.0	deepbgc	k141_291001_177-1176.1	177	1176	999	1	3	1	0.51527	antibacterial	0.57	0.08	0.39	0.15	Polyketide	0.00	0.16	0.14	0.60	0.06	0.01	0.08	k141_291001_k141_291001_1	PF00107	PF16884;PF00107;PF13602
k141_97474	deepbgc	0.1.0	deepbgc	k141_97474_1-1414.1	1	1414	1413	1	4	3	0.58630	antibacterial	0.92	0.04	0.10	0.20		0.01	0.09	0.07	0.37	0.22	0.03	0.28	k141_97474_k141_97474_1	PF02770;PF00441;PF08028	PF02770;PF00441;PF08028;PF01756
k141_678272	deepbgc	0.1.0	deepbgc	k141_678272_388-853.1	388	853	465	1	1	0	0.56502	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_678272_k141_678272_2		PF07637
k141_291019	deepbgc	0.1.0	deepbgc	k141_291019_1-2889.1	1	2889	2888	4	19	2	0.81200		0.42	0.39	0.22	0.05		0.00	0.07	0.44	0.09	0.15	0.00	0.30	k141_291019_k141_291019_1;k141_291019_k141_291019_2;k141_291019_k141_291019_3;k141_291019_k141_291019_4	PF08242;PF08241	PF02036;PF07398;PF01209;PF13489;PF13847;PF01135;PF08241;PF05175;PF08242;PF13649;PF06155;PF10431;PF07724;PF13191;PF13401;PF13238;PF00004;PF07728;PF00493
k141_387967	deepbgc	0.1.0	deepbgc	k141_387967_0-1365.1	0	1365	1365	1	4	0	0.51421	antibacterial	0.86	0.06	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_387967_k141_387967_1		PF00754;PF14200;PF03422;PF16990
k141_484668	deepbgc	0.1.0	deepbgc	k141_484668_0-1011.1	0	1011	1011	1	1	1	0.75866	antibacterial	0.78	0.03	0.21	0.14		0.00	0.22	0.24	0.32	0.10	0.01	0.11	k141_484668_k141_484668_1	PF00501	PF00501
k141_484684	deepbgc	0.1.0	deepbgc	k141_484684_1-1570.1	1	1570	1569	1	1	0	0.56887	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_484684_k141_484684_1		PF01345
k141_775100	deepbgc	0.1.0	deepbgc	k141_775100_1-817.1	1	817	816	1	1	0	0.50373	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_775100_k141_775100_1		PF13709
k141_794	deepbgc	0.1.0	deepbgc	k141_794_964-1592.1	964	1592	628	2	2	0	0.57237	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_794_k141_794_2;k141_794_k141_794_3		PF07727;PF07727
k141_1065442	deepbgc	0.1.0	deepbgc	k141_1065442_1715-5422.1	1715	5422	3707	4	13	8	0.70459	antibacterial	0.72	0.11	0.20	0.19	Polyketide	0.01	0.00	0.04	0.88	0.03	0.00	0.07	k141_1065442_k141_1065442_2;k141_1065442_k141_1065442_3;k141_1065442_k141_1065442_4;k141_1065442_k141_1065442_5	PF01370;PF00106;PF08659;PF02770;PF01636;PF00441;PF08028;PF02771	PF00441;PF08028;PF02770;PF02771;PF01636;PF01633;PF13561;PF00106;PF08659;PF01370;PF02882;PF13561;PF00106
k141_1065446	deepbgc	0.1.0	deepbgc	k141_1065446_113-329.1	113	329	216	1	1	0	0.58440	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1065446_k141_1065446_1		PF10262
k141_1065446	deepbgc	0.1.0	deepbgc	k141_1065446_1034-1172.1	1034	1172	138	1	1	0	0.51685	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_1065446_k141_1065446_3		PF00484
k141_291085	deepbgc	0.1.0	deepbgc	k141_291085_447-6777.1	447	6777	6330	6	14	6	0.80076		0.46	0.30	0.18	0.06		0.02	0.00	0.17	0.05	0.15	0.25	0.36	k141_291085_k141_291085_2;k141_291085_k141_291085_3;k141_291085_k141_291085_4;k141_291085_k141_291085_5;k141_291085_k141_291085_6;k141_291085_k141_291085_7	PF08242;PF02737;PF03721;PF03720;PF08241;PF00984	PF00730;PF13649;PF08003;PF13489;PF13847;PF13649;PF08241;PF08242;PF05430;PF03721;PF02737;PF02558;PF00984;PF03720
k141_678409	deepbgc	0.1.0	deepbgc	k141_678409_342-1245.1	342	1245	903	1	5	3	0.72555	antibacterial	0.68	0.08	0.08	0.30		0.00	0.14	0.21	0.49	0.05	0.01	0.24	k141_678409_k141_678409_2	PF00108;PF08541;PF08545	PF08541;PF08545;PF08392;PF00108;PF07451
k141_581495	deepbgc	0.1.0	deepbgc	k141_581495_0-1181.1	0	1181	1181	2	2	0	0.56201	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_581495_k141_581495_1;k141_581495_k141_581495_2		PF01965;PF06253
k141_484782	deepbgc	0.1.0	deepbgc	k141_484782_0-513.1	0	513	513	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_484782_k141_484782_1		PF00665
k141_291139	deepbgc	0.1.0	deepbgc	k141_291139_1068-1263.1	1068	1263	195	1	1	0	0.64917	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_291139_k141_291139_2		PF09489
k141_968658	deepbgc	0.1.0	deepbgc	k141_968658_2231-5068.1	2231	5068	2837	4	13	0	0.65811	antibacterial	0.74	0.16	0.11	0.23		0.02	0.03	0.46	0.18	0.23	0.03	0.10	k141_968658_k141_968658_4;k141_968658_k141_968658_5;k141_968658_k141_968658_6;k141_968658_k141_968658_7		PF13601;PF13463;PF01047;PF12802;PF12840;PF13545;PF13412;PF01325;PF07386;PF00652;PF16576;PF13533;PF13437
k141_775205	deepbgc	0.1.0	deepbgc	k141_775205_1-1111.1	1	1111	1110	2	2	0	0.54626	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_775205_k141_775205_1;k141_775205_k141_775205_2		PF00665;PF09337
k141_678464	deepbgc	0.1.0	deepbgc	k141_678464_34-1274.1	34	1274	1240	2	3	0	0.61895	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.09	0.32	0.20	0.03	0.32	k141_678464_k141_678464_1;k141_678464_k141_678464_2		PF01292;PF09990;PF00652
k141_484825	deepbgc	0.1.0	deepbgc	k141_484825_46-880.1	46	880	834	1	3	2	0.72723	antibacterial	0.69	0.16	0.16	0.13		0.01	0.05	0.30	0.17	0.07	0.00	0.41	k141_484825_k141_484825_1	PF08242;PF08241	PF13489;PF08241;PF08242
k141_484833	deepbgc	0.1.0	deepbgc	k141_484833_76-1191.1	76	1191	1115	2	4	2	0.56210	antibacterial	0.67	0.13	0.29	0.09		0.00	0.37	0.09	0.46	0.09	0.18	0.12	k141_484833_k141_484833_1;k141_484833_k141_484833_2	PF01041;PF01943	PF01041;PF01212;PF01943;PF13440
k141_484835	deepbgc	0.1.0	deepbgc	k141_484835_38-299.1	38	299	261	1	1	0	0.51490	antibacterial	0.87	0.06	0.17	0.26		0.00	0.05	0.33	0.26	0.14	0.05	0.22	k141_484835_k141_484835_1		PF00132
k141_484842	deepbgc	0.1.0	deepbgc	k141_484842_2-1961.1	2	1961	1959	2	19	8	0.78325	antibacterial	0.52	0.20	0.20	0.19	Saccharide	0.06	0.02	0.07	0.26	0.00	0.63	0.02	k141_484842_k141_484842_1;k141_484842_k141_484842_2	PF01370;PF02719;PF00534;PF07993;PF00106;PF08659;PF04321;PF01488	PF02719;PF01370;PF13561;PF07993;PF13460;PF04321;PF01073;PF16363;PF05368;PF08659;PF01488;PF03435;PF00106;PF02254;PF03807;PF00534;PF13692;PF13579;PF13439
k141_678501	deepbgc	0.1.0	deepbgc	k141_678501_701-1136.1	701	1136	435	1	1	0	0.59690	antibacterial	0.82	0.09	0.19	0.26		0.00	0.09	0.18	0.30	0.20	0.02	0.25	k141_678501_k141_678501_2		PF02775
