sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_161945	deepbgc	0.1.0	deepbgc	k141_161945_1-921.1	1	921	920	3	5	1	0.77367	antibacterial	0.87	0.01	0.03	0.07		0.00	0.01	0.22	0.08	0.37	0.02	0.32	k141_161945_k141_161945_1;k141_161945_k141_161945_2;k141_161945_k141_161945_3	PF03992	PF09347;PF03992;PF00190;PF07883;PF02311
k141_161957	deepbgc	0.1.0	deepbgc	k141_161957_0-1257.1	0	1257	1257	1	1	0	0.61931	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_161957_k141_161957_1		PF16184
k141_107992	deepbgc	0.1.0	deepbgc	k141_107992_184-595.1	184	595	411	1	1	0	0.50428	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_107992_k141_107992_1		PF14326
k141_188939	deepbgc	0.1.0	deepbgc	k141_188939_89-986.1	89	986	897	1	1	0	0.54314	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_188939_k141_188939_1		PF02653
k141_135009	deepbgc	0.1.0	deepbgc	k141_135009_2-1208.1	2	1208	1206	1	2	0	0.51256	antibacterial	0.80	0.04	0.16	0.46	Polyketide	0.00	0.00	0.01	0.92	0.01	0.01	0.05	k141_135009_k141_135009_1		PF03219;PF07690
k141_161990	deepbgc	0.1.0	deepbgc	k141_161990_0-5775.1	0	5775	5775	5	8	2	0.56004	antibacterial	0.84	0.09	0.18	0.23		0.00	0.00	0.41	0.03	0.34	0.00	0.22	k141_161990_k141_161990_1;k141_161990_k141_161990_2;k141_161990_k141_161990_3;k141_161990_k141_161990_4;k141_161990_k141_161990_5	PF04055;PF00202	PF00202;PF04055;PF13186;PF00756;PF00657;PF13472;PF14606;PF07978
k141_161990	deepbgc	0.1.0	deepbgc	k141_161990_9185-10241.1	9185	10241	1056	1	1	0	0.50957	antibacterial	0.86	0.06	0.17	0.27		0.00	0.08	0.07	0.31	0.19	0.08	0.31	k141_161990_k141_161990_8		PF00480
k141_242899	deepbgc	0.1.0	deepbgc	k141_242899_1020-1299.1	1020	1299	279	1	1	0	0.56807	antibacterial	0.82	0.09	0.19	0.26		0.00	0.09	0.18	0.30	0.20	0.02	0.25	k141_242899_k141_242899_3		PF02775
k141_215968	deepbgc	0.1.0	deepbgc	k141_215968_352-1045.1	352	1045	693	1	1	0	0.53706	antibacterial	0.82	0.04	0.13	0.22	RiPP	0.00	0.05	0.19	0.11	0.52	0.03	0.13	k141_215968_k141_215968_2		PF00005
k141_162000	deepbgc	0.1.0	deepbgc	k141_162000_129-3150.1	129	3150	3021	1	1	0	0.55145	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_162000_k141_162000_1		PF00754
k141_54120	deepbgc	0.1.0	deepbgc	k141_54120_335-1154.1	335	1154	819	1	3	2	0.64805	antibacterial	0.64	0.14	0.35	0.20		0.04	0.05	0.20	0.47	0.10	0.02	0.20	k141_54120_k141_54120_2	PF01266;PF04820	PF01266;PF04820;PF13450
k141_27147	deepbgc	0.1.0	deepbgc	k141_27147_422-1631.1	422	1631	1209	1	5	0	0.55930		0.48	0.24	0.25	0.26	Terpene	0.02	0.01	0.14	0.27	0.05	0.35	0.50	k141_27147_k141_27147_1		PF01946;PF05834;PF00890;PF03486;PF13450
k141_189008	deepbgc	0.1.0	deepbgc	k141_189008_468-951.1	468	951	483	1	3	1	0.66297	antibacterial	0.81	0.19	0.17	0.23		0.00	0.08	0.12	0.43	0.17	0.01	0.21	k141_189008_k141_189008_2	PF03364	PF10604;PF03364;PF08327
k141_108099	deepbgc	0.1.0	deepbgc	k141_108099_2-2131.1	2	2131	2129	2	3	1	0.72301	antibacterial	0.92	0.01	0.04	0.07	Polyketide	0.00	0.23	0.23	0.54	0.00	0.00	0.00	k141_108099_k141_108099_1;k141_108099_k141_108099_2	PF00501	PF06041;PF13193;PF00501
k141_135106	deepbgc	0.1.0	deepbgc	k141_135106_136-781.1	136	781	645	1	3	1	0.56147	antibacterial	0.70	0.05	0.11	0.35	NRP	0.00	0.54	0.11	0.20	0.07	0.02	0.07	k141_135106_k141_135106_1	PF00561	PF00561;PF12146;PF12697
k141_54161	deepbgc	0.1.0	deepbgc	k141_54161_427-1255.1	427	1255	828	1	1	0	0.51234	antibacterial	0.86	0.07	0.17	0.26		0.00	0.09	0.07	0.32	0.22	0.03	0.32	k141_54161_k141_54161_2		PF13646
k141_108110	deepbgc	0.1.0	deepbgc	k141_108110_0-921.1	0	921	921	1	1	0	0.63367	antibacterial	0.98	0.11	0.04	0.17	Terpene	0.00	0.10	0.04	0.15	0.06	0.02	0.65	k141_108110_k141_108110_1		PF04909
k141_54167	deepbgc	0.1.0	deepbgc	k141_54167_2-1298.1	2	1298	1296	1	1	0	0.56670	antibacterial	0.86	0.06	0.17	0.26		0.00	0.12	0.07	0.31	0.21	0.03	0.30	k141_54167_k141_54167_1		PF02321
k141_189034	deepbgc	0.1.0	deepbgc	k141_189034_1-1281.1	1	1281	1280	2	5	3	0.63208	antibacterial	0.81	0.02	0.17	0.07		0.01	0.01	0.01	0.26	0.29	0.01	0.42	k141_189034_k141_189034_1;k141_189034_k141_189034_2	PF00378;PF00106;PF08659	PF00378;PF16113;PF00106;PF08659;PF13561
k141_203	deepbgc	0.1.0	deepbgc	k141_203_842-1478.1	842	1478	636	1	1	0	0.51234	antibacterial	0.86	0.07	0.17	0.26		0.00	0.09	0.07	0.32	0.22	0.03	0.32	k141_203_k141_203_3		PF13646
k141_216041	deepbgc	0.1.0	deepbgc	k141_216041_2524-3553.1	2524	3553	1029	1	1	0	0.52332	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_216041_k141_216041_4		PF07819
k141_108120	deepbgc	0.1.0	deepbgc	k141_108120_4797-6312.1	4797	6312	1515	1	2	0	0.55522		0.42	0.03	0.30	0.14		0.00	0.09	0.07	0.31	0.27	0.03	0.29	k141_108120_k141_108120_4		PF00069;PF07714
k141_216046	deepbgc	0.1.0	deepbgc	k141_216046_312-1833.1	312	1833	1521	1	5	1	0.54614	antibacterial	0.80	0.05	0.20	0.23	Saccharide	0.00	0.07	0.05	0.15	0.09	0.54	0.13	k141_216046_k141_216046_2	PF00535	PF13641;PF00535;PF13506;PF13632;PF03552
k141_135153	deepbgc	0.1.0	deepbgc	k141_135153_0-204.1	0	204	204	1	1	0	0.60783	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_135153_k141_135153_1		PF04235
k141_270051	deepbgc	0.1.0	deepbgc	k141_270051_171-2422.1	171	2422	2251	3	5	1	0.64521	antibacterial	0.81	0.19	0.17	0.23		0.00	0.10	0.11	0.42	0.17	0.01	0.20	k141_270051_k141_270051_1;k141_270051_k141_270051_2;k141_270051_k141_270051_3	PF03364	PF10604;PF11687;PF03364;PF08327;PF00144
k141_108157	deepbgc	0.1.0	deepbgc	k141_108157_75-1525.1	75	1525	1450	2	7	2	0.75440		0.47	0.20	0.16	0.25	Terpene	0.02	0.00	0.16	0.19	0.03	0.24	0.60	k141_108157_k141_108157_1;k141_108157_k141_108157_2	PF01266;PF01593	PF05834;PF07992;PF00890;PF12831;PF13450;PF01593;PF01266
k141_297003	deepbgc	0.1.0	deepbgc	k141_297003_1-987.1	1	987	986	2	2	0	0.63725	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_297003_k141_297003_1;k141_297003_k141_297003_2		PF09370;PF06792
k141_135187	deepbgc	0.1.0	deepbgc	k141_135187_50-785.1	50	785	735	1	1	0	0.60069	antibacterial	0.80	0.07	0.23	0.23		0.00	0.07	0.17	0.29	0.18	0.03	0.30	k141_135187_k141_135187_1		PF05199
k141_270079	deepbgc	0.1.0	deepbgc	k141_270079_272-1433.1	272	1433	1161	1	9	2	0.87127	antibacterial	0.50	0.33	0.19	0.02	Other	0.00	0.00	0.57	0.04	0.16	0.00	0.23	k141_270079_k141_270079_2	PF08241;PF08242	PF01209;PF01728;PF01135;PF13489;PF13847;PF13679;PF13649;PF08241;PF08242
k141_108177	deepbgc	0.1.0	deepbgc	k141_108177_316-1952.1	316	1952	1636	2	2	0	0.56771	antibacterial	0.84	0.08	0.17	0.26		0.00	0.12	0.07	0.31	0.21	0.03	0.30	k141_108177_k141_108177_2;k141_108177_k141_108177_3		PF13610;PF02321
k141_108177	deepbgc	0.1.0	deepbgc	k141_108177_3313-6341.1	3313	6341	3028	2	8	0	0.55882	antibacterial	0.63	0.02	0.22	0.15	RiPP	0.00	0.03	0.04	0.00	0.92	0.00	0.01	k141_108177_k141_108177_5;k141_108177_k141_108177_6		PF13304;PF00005;PF13191;PF13604;PF05729;PF13521;PF00664;PF07452
k141_135217	deepbgc	0.1.0	deepbgc	k141_135217_1-1804.1	1	1804	1803	1	1	0	0.73125	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_135217_k141_135217_1		PF00353
k141_243075	deepbgc	0.1.0	deepbgc	k141_243075_0-1629.1	0	1629	1629	3	2	1	0.72014	antibacterial	0.77	0.12	0.24	0.26		0.01	0.06	0.04	0.29	0.06	0.45	0.19	k141_243075_k141_243075_1;k141_243075_k141_243075_2;k141_243075_k141_243075_3	PF00483	PF00483;PF16363
k141_243092	deepbgc	0.1.0	deepbgc	k141_243092_2-1069.1	2	1069	1067	2	3	0	0.63875	antibacterial	0.80	0.04	0.16	0.47	Polyketide	0.00	0.00	0.01	0.92	0.01	0.01	0.05	k141_243092_k141_243092_1;k141_243092_k141_243092_2		PF00854;PF07690;PF07690
k141_189151	deepbgc	0.1.0	deepbgc	k141_189151_223-1537.1	223	1537	1314	2	4	0	0.51842	antibacterial	0.86	0.08	0.18	0.25		0.00	0.09	0.08	0.33	0.20	0.03	0.32	k141_189151_k141_189151_1;k141_189151_k141_189151_2		PF00809;PF02007;PF03599;PF00111
k141_27293	deepbgc	0.1.0	deepbgc	k141_27293_0-1958.1	0	1958	1958	2	3	2	0.53574	antibacterial	0.69	0.19	0.25	0.12		0.01	0.20	0.45	0.24	0.04	0.06	0.12	k141_27293_k141_27293_1;k141_27293_k141_27293_2	PF00155;PF01041	PF00155;PF01041;PF05193
k141_81310	deepbgc	0.1.0	deepbgc	k141_81310_0-1599.1	0	1599	1599	1	3	2	0.56975	antibacterial	0.81	0.01	0.18	0.07		0.01	0.01	0.02	0.06	0.41	0.00	0.49	k141_81310_k141_81310_1	PF08659;PF00106	PF00106;PF08659;PF13561
k141_162159	deepbgc	0.1.0	deepbgc	k141_162159_424-1069.1	424	1069	645	1	1	0	0.50371	antibacterial	0.82	0.08	0.16	0.24		0.00	0.07	0.07	0.34	0.21	0.03	0.33	k141_162159_k141_162159_1		PF04542
k141_297085	deepbgc	0.1.0	deepbgc	k141_297085_456-1014.1	456	1014	558	1	1	0	0.76696	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_297085_k141_297085_1		PF12867
k141_189161	deepbgc	0.1.0	deepbgc	k141_189161_199-1576.1	199	1576	1377	1	1	0	0.50276	antibacterial	0.87	0.06	0.17	0.26		0.01	0.09	0.07	0.32	0.21	0.03	0.32	k141_189161_k141_189161_1		PF00724
k141_344	deepbgc	0.1.0	deepbgc	k141_344_318-1005.1	318	1005	687	1	1	0	0.65496	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_344_k141_344_1		PF09347
k141_297109	deepbgc	0.1.0	deepbgc	k141_297109_120-1368.1	120	1368	1248	1	1	0	0.61863	antibacterial	0.80	0.04	0.16	0.46	Polyketide	0.00	0.00	0.01	0.92	0.01	0.01	0.05	k141_297109_k141_297109_1		PF07690
k141_81341	deepbgc	0.1.0	deepbgc	k141_81341_1-1531.1	1	1531	1530	1	5	2	0.64916	antibacterial	0.51	0.18	0.26	0.12		0.02	0.01	0.34	0.22	0.02	0.14	0.39	k141_81341_k141_81341_1	PF01266;PF01593	PF01593;PF13450;PF07992;PF01946;PF01266
k141_108255	deepbgc	0.1.0	deepbgc	k141_108255_99-1365.1	99	1365	1266	1	2	2	0.66900	antibacterial	0.70	0.08	0.20	0.24		0.01	0.08	0.08	0.27	0.12	0.09	0.45	k141_108255_k141_108255_1	PF01266;PF01593	PF01593;PF01266
k141_189176	deepbgc	0.1.0	deepbgc	k141_189176_0-13387.1	0	13387	13387	8	14	0	0.74991	antibacterial	0.81	0.06	0.09	0.27		0.02	0.09	0.10	0.20	0.40	0.03	0.21	k141_189176_k141_189176_1;k141_189176_k141_189176_2;k141_189176_k141_189176_3;k141_189176_k141_189176_4;k141_189176_k141_189176_5;k141_189176_k141_189176_6;k141_189176_k141_189176_7;k141_189176_k141_189176_8		PF01345;PF02321;PF16576;PF13437;PF13533;PF13437;PF02163;PF16576;PF13533;PF13437;PF00211;PF00072;PF01627;PF10517
k141_54395	deepbgc	0.1.0	deepbgc	k141_54395_257-596.1	257	596	339	1	1	0	0.56862	antibacterial	0.87	0.06	0.17	0.26		0.00	0.10	0.08	0.33	0.20	0.02	0.31	k141_54395_k141_54395_1		PF01648
k141_243143	deepbgc	0.1.0	deepbgc	k141_243143_2-5915.1	2	5915	5913	5	3	0	0.55616	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.32	0.21	0.04	0.31	k141_243143_k141_243143_1;k141_243143_k141_243143_2;k141_243143_k141_243143_3;k141_243143_k141_243143_4;k141_243143_k141_243143_5		PF00521;PF13398;PF06439
k141_54403	deepbgc	0.1.0	deepbgc	k141_54403_492-1023.1	492	1023	531	1	1	0	0.62757	antibacterial	0.86	0.07	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_54403_k141_54403_2		PF01557
k141_437	deepbgc	0.1.0	deepbgc	k141_437_2-569.1	2	569	567	1	1	0	0.56887	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_437_k141_437_1		PF01345
k141_243170	deepbgc	0.1.0	deepbgc	k141_243170_8-1291.1	8	1291	1283	2	2	0	0.56854	antibacterial	0.87	0.08	0.17	0.26		0.00	0.09	0.12	0.31	0.21	0.03	0.30	k141_243170_k141_243170_1;k141_243170_k141_243170_2		PF00528;PF08402
k141_446	deepbgc	0.1.0	deepbgc	k141_446_0-1257.1	0	1257	1257	1	1	0	0.53231	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_446_k141_446_1		PF17164
k141_297176	deepbgc	0.1.0	deepbgc	k141_297176_239-4990.1	239	4990	4751	4	9	1	0.75304	antibacterial	0.91	0.07	0.04	0.10		0.00	0.24	0.20	0.49	0.08	0.02	0.01	k141_297176_k141_297176_1;k141_297176_k141_297176_2;k141_297176_k141_297176_3;k141_297176_k141_297176_4	PF00501	PF03435;PF13460;PF14248;PF08450;PF03088;PF01436;PF13193;PF00501;PF16177
k141_81438	deepbgc	0.1.0	deepbgc	k141_81438_48-672.1	48	672	624	1	5	0	0.53091	antibacterial	0.80	0.06	0.09	0.20		0.00	0.08	0.06	0.34	0.35	0.01	0.20	k141_81438_k141_81438_1		PF06490;PF00072;PF08281;PF04545;PF00196
k141_189258	deepbgc	0.1.0	deepbgc	k141_189258_2-1028.1	2	1028	1026	1	2	0	0.66595	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_189258_k141_189258_1		PF13415;PF07250
k141_135385	deepbgc	0.1.0	deepbgc	k141_135385_2-1883.1	2	1883	1881	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_135385_k141_135385_1		PF00665
k141_27415	deepbgc	0.1.0	deepbgc	k141_27415_140-1421.1	140	1421	1281	1	1	0	0.84377	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_27415_k141_27415_1		PF03098
k141_81464	deepbgc	0.1.0	deepbgc	k141_81464_0-1404.1	0	1404	1404	1	5	2	0.60915	antibacterial	0.72	0.05	0.18	0.22	Saccharide	0.00	0.01	0.02	0.03	0.02	0.90	0.03	k141_81464_k141_81464_1	PF00535;PF00534	PF00535;PF13641;PF13524;PF00534;PF13692
k141_297212	deepbgc	0.1.0	deepbgc	k141_297212_373-1143.1	373	1143	770	2	5	0	0.54658	antibacterial	0.59	0.18	0.14	0.19		0.02	0.01	0.38	0.30	0.08	0.06	0.21	k141_297212_k141_297212_2;k141_297212_k141_297212_3		PF03203;PF07992;PF12831;PF00890;PF13450
k141_27433	deepbgc	0.1.0	deepbgc	k141_27433_0-1683.1	0	1683	1683	1	1	0	0.67738	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_27433_k141_27433_1		PF05345
k141_162274	deepbgc	0.1.0	deepbgc	k141_162274_1456-3121.1	1456	3121	1665	1	1	0	0.54224	antibacterial	0.85	0.05	0.15	0.25		0.00	0.07	0.13	0.31	0.21	0.03	0.30	k141_162274_k141_162274_3		PF13533
k141_27435	deepbgc	0.1.0	deepbgc	k141_27435_100-1045.1	100	1045	945	1	2	0	0.56253	antibacterial	0.83	0.09	0.18	0.26		0.03	0.10	0.06	0.39	0.16	0.02	0.29	k141_27435_k141_27435_1		PF07859;PF10340
k141_243226	deepbgc	0.1.0	deepbgc	k141_243226_9-1295.1	9	1295	1286	2	3	2	0.63702	antibacterial	0.80	0.06	0.15	0.31	Polyketide	0.00	0.05	0.01	0.80	0.06	0.01	0.08	k141_243226_k141_243226_1;k141_243226_k141_243226_2	PF02803;PF00378	PF16113;PF00378;PF02803
k141_162288	deepbgc	0.1.0	deepbgc	k141_162288_2-1205.1	2	1205	1203	1	2	1	0.55320	antibacterial	0.68	0.15	0.21	0.26		0.03	0.07	0.08	0.35	0.17	0.05	0.30	k141_162288_k141_162288_1	PF01266	PF00890;PF01266
k141_505	deepbgc	0.1.0	deepbgc	k141_505_40-595.1	40	595	555	1	1	0	0.58519	antibacterial	0.82	0.09	0.19	0.26		0.00	0.09	0.18	0.30	0.20	0.02	0.25	k141_505_k141_505_1		PF02775
k141_108387	deepbgc	0.1.0	deepbgc	k141_108387_351-1152.1	351	1152	801	1	1	0	0.50854	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_108387_k141_108387_1		PF11859
k141_108390	deepbgc	0.1.0	deepbgc	k141_108390_2-3201.1	2	3201	3199	3	3	0	0.70738	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_108390_k141_108390_1;k141_108390_k141_108390_2;k141_108390_k141_108390_3		PF00722;PF07589;PF03425
k141_135441	deepbgc	0.1.0	deepbgc	k141_135441_2-1081.1	2	1081	1079	2	2	1	0.87109	antibacterial	0.98	0.11	0.05	0.17	Terpene	0.00	0.08	0.24	0.10	0.05	0.01	0.53	k141_135441_k141_135441_1;k141_135441_k141_135441_2	PF02668	PF02668;PF04909
k141_216351	deepbgc	0.1.0	deepbgc	k141_216351_1067-1451.1	1067	1451	384	1	1	0	0.56490	antibacterial	0.87	0.07	0.17	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_216351_k141_216351_2		PF13565
k141_135453	deepbgc	0.1.0	deepbgc	k141_135453_1-589.1	1	589	588	1	1	0	0.61924	antibacterial	0.85	0.06	0.19	0.25		0.00	0.10	0.07	0.32	0.21	0.03	0.32	k141_135453_k141_135453_1		PF02515
k141_270226	deepbgc	0.1.0	deepbgc	k141_270226_2-650.1	2	650	648	1	1	0	0.58894	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.31	0.18	0.12	0.28	k141_270226_k141_270226_1		PF05426
k141_243282	deepbgc	0.1.0	deepbgc	k141_243282_90-1068.1	90	1068	978	1	2	1	0.76007	antibacterial	0.92	0.01	0.04	0.07	Polyketide	0.00	0.23	0.23	0.54	0.00	0.00	0.00	k141_243282_k141_243282_1	PF00501	PF00501;PF13193
k141_297286	deepbgc	0.1.0	deepbgc	k141_297286_118-1111.1	118	1111	993	1	1	0	0.50891	antibacterial	0.87	0.06	0.16	0.26		0.00	0.08	0.08	0.27	0.29	0.03	0.29	k141_297286_k141_297286_1		PF07715
k141_189335	deepbgc	0.1.0	deepbgc	k141_189335_0-8283.1	0	8283	8283	6	9	0	0.56804	antibacterial	0.68	0.17	0.20	0.12	RiPP	0.00	0.01	0.07	0.04	0.84	0.03	0.03	k141_189335_k141_189335_1;k141_189335_k141_189335_2;k141_189335_k141_189335_3;k141_189335_k141_189335_4;k141_189335_k141_189335_5;k141_189335_k141_189335_6		PF03190;PF00293;PF13581;PF00072;PF03372;PF00005;PF13304;PF12679;PF12698
k141_108435	deepbgc	0.1.0	deepbgc	k141_108435_175-1144.1	175	1144	969	1	1	0	0.56670	antibacterial	0.86	0.06	0.17	0.26		0.00	0.12	0.07	0.31	0.21	0.03	0.30	k141_108435_k141_108435_1		PF02321
k141_81560	deepbgc	0.1.0	deepbgc	k141_81560_301-658.1	301	658	357	1	1	1	0.56916	antibacterial	0.86	0.06	0.18	0.25		0.00	0.09	0.12	0.33	0.20	0.03	0.29	k141_81560_k141_81560_1	PF00903	PF00903
k141_243318	deepbgc	0.1.0	deepbgc	k141_243318_16-1387.1	16	1387	1371	1	1	0	0.50276	antibacterial	0.87	0.06	0.17	0.26		0.01	0.09	0.07	0.32	0.21	0.03	0.32	k141_243318_k141_243318_1		PF00724
k141_54563	deepbgc	0.1.0	deepbgc	k141_54563_2-1088.1	2	1088	1086	1	1	1	0.62707	antibacterial	0.83	0.06	0.17	0.30		0.00	0.11	0.08	0.32	0.20	0.03	0.31	k141_54563_k141_54563_1	PF00171	PF00171
k141_572	deepbgc	0.1.0	deepbgc	k141_572_64-3727.1	64	3727	3663	4	8	1	0.62447	antibacterial	0.65	0.04	0.18	0.29	NRP	0.02	0.55	0.15	0.31	0.07	0.01	0.04	k141_572_k141_572_1;k141_572_k141_572_2;k141_572_k141_572_3;k141_572_k141_572_4	PF00561	PF01458;PF00266;PF02082;PF12802;PF02129;PF12146;PF00561;PF12697
k141_81579	deepbgc	0.1.0	deepbgc	k141_81579_0-222.1	0	222	222	1	3	1	0.55581	antibacterial	0.83	0.05	0.20	0.23	Saccharide	0.00	0.06	0.05	0.15	0.10	0.54	0.13	k141_81579_k141_81579_1	PF00535	PF13641;PF00535;PF13733
k141_54566	deepbgc	0.1.0	deepbgc	k141_54566_1-340.1	1	340	339	1	3	0	0.50070	antibacterial	0.86	0.03	0.10	0.18	RiPP	0.00	0.04	0.10	0.06	0.74	0.04	0.05	k141_54566_k141_54566_1		PF00005;PF13558;PF13304
k141_243335	deepbgc	0.1.0	deepbgc	k141_243335_38-1846.1	38	1846	1808	2	3	0	0.66196	antibacterial	0.82	0.06	0.16	0.26		0.00	0.08	0.07	0.18	0.12	0.40	0.19	k141_243335_k141_243335_1;k141_243335_k141_243335_2		PF13692;PF13439;PF14897
k141_81588	deepbgc	0.1.0	deepbgc	k141_81588_247-925.1	247	925	678	1	1	0	0.82048	antibacterial	0.86	0.06	0.17	0.24		0.00	0.09	0.08	0.34	0.20	0.03	0.32	k141_81588_k141_81588_1		PF05721
k141_189383	deepbgc	0.1.0	deepbgc	k141_189383_555-1902.1	555	1902	1347	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_189383_k141_189383_2		PF07727
k141_27538	deepbgc	0.1.0	deepbgc	k141_27538_2-13123.1	2	13123	13121	5	24	3	0.88165	antibacterial	0.70	0.11	0.06	0.10	NRP	0.00	0.88	0.01	0.04	0.08	0.00	0.00	k141_27538_k141_27538_1;k141_27538_k141_27538_2;k141_27538_k141_27538_3;k141_27538_k141_27538_4;k141_27538_k141_27538_5	PF00501;PF00668;PF00975	PF13193;PF00668;PF00501;PF00550;PF00668;PF00501;PF13193;PF00550;PF00975;PF00664;PF00437;PF00005;PF13476;PF13175;PF01637;PF13555;PF13604;PF13191;PF13304;PF13817;PF03050;PF13005;PF13007;PF05717
