sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_272479	deepbgc	0.1.0	deepbgc	k141_272479_3507-3840.1	3507	3840	333	1	1	0	0.50842	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_272479_k141_272479_3		PF00754
k141_908174	deepbgc	0.1.0	deepbgc	k141_908174_823-2086.1	823	2086	1263	1	1	0	0.56833	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_908174_k141_908174_2		PF07589
k141_90900	deepbgc	0.1.0	deepbgc	k141_90900_407-3929.1	407	3929	3522	3	10	4	0.66647	antibacterial	0.52	0.30	0.18	0.18	Polyketide	0.00	0.00	0.14	0.71	0.01	0.02	0.14	k141_90900_k141_90900_2;k141_90900_k141_90900_3;k141_90900_k141_90900_4	PF04820;PF01039;PF01494;PF01266	PF01494;PF04820;PF01266;PF12831;PF13450;PF07992;PF00890;PF01039;PF13622;PF02551
k141_112	deepbgc	0.1.0	deepbgc	k141_112_2-357.1	2	357	355	2	2	0	0.61540	antibacterial	0.87	0.09	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_112_k141_112_1;k141_112_k141_112_2		PF13374;PF01970
k141_908185	deepbgc	0.1.0	deepbgc	k141_908185_694-1669.1	694	1669	975	1	1	0	0.53662	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_908185_k141_908185_2		PF00482
k141_817358	deepbgc	0.1.0	deepbgc	k141_817358_206-1298.1	206	1298	1092	1	1	0	0.51234	antibacterial	0.86	0.07	0.17	0.26		0.00	0.09	0.07	0.32	0.22	0.03	0.32	k141_817358_k141_817358_2		PF13646
k141_181765	deepbgc	0.1.0	deepbgc	k141_181765_43-1357.1	43	1357	1314	1	2	0	0.53108	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_181765_k141_181765_1		PF07940;PF16889
k141_142	deepbgc	0.1.0	deepbgc	k141_142_0-2083.1	0	2083	2083	4	11	2	0.91483		0.38	0.44	0.20	0.03		0.01	0.03	0.48	0.04	0.15	0.00	0.29	k141_142_k141_142_1;k141_142_k141_142_2;k141_142_k141_142_3;k141_142_k141_142_4	PF08241;PF08242	PF02036;PF01209;PF13489;PF13847;PF05175;PF01135;PF08241;PF08242;PF13649;PF06155;PF10431
k141_817390	deepbgc	0.1.0	deepbgc	k141_817390_0-1836.1	0	1836	1836	1	1	0	0.66849	antibacterial	0.87	0.06	0.17	0.26	RiPP	0.00	0.01	0.02	0.04	0.89	0.02	0.04	k141_817390_k141_817390_1		PF00082
k141_635791	deepbgc	0.1.0	deepbgc	k141_635791_483-1326.1	483	1326	843	1	2	1	0.58647	antibacterial	0.83	0.13	0.16	0.33		0.01	0.16	0.05	0.45	0.16	0.04	0.20	k141_635791_k141_635791_2	PF01370	PF01370;PF13460
k141_999055	deepbgc	0.1.0	deepbgc	k141_999055_1-773.1	1	773	772	2	2	0	0.57237	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_999055_k141_999055_1;k141_999055_k141_999055_2		PF07727;PF07727
k141_272532	deepbgc	0.1.0	deepbgc	k141_272532_1358-1559.1	1358	1559	201	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_272532_k141_272532_1		PF09415
k141_454190	deepbgc	0.1.0	deepbgc	k141_454190_0-2766.1	0	2766	2766	2	2	1	0.54827	antibacterial	0.86	0.06	0.17	0.25		0.00	0.07	0.36	0.21	0.14	0.03	0.25	k141_454190_k141_454190_1;k141_454190_k141_454190_2	PF01553	PF00342;PF01553
k141_817426	deepbgc	0.1.0	deepbgc	k141_817426_39-552.1	39	552	513	1	1	0	0.52598	antibacterial	0.84	0.09	0.17	0.23		0.00	0.08	0.07	0.32	0.20	0.07	0.30	k141_817426_k141_817426_1		PF00932
k141_908263	deepbgc	0.1.0	deepbgc	k141_908263_832-1501.1	832	1501	669	1	2	0	0.58704	antibacterial	0.83	0.05	0.21	0.25		0.00	0.12	0.09	0.30	0.21	0.03	0.30	k141_908263_k141_908263_2		PF03588;PF13480
k141_225	deepbgc	0.1.0	deepbgc	k141_225_143-1124.1	143	1124	981	1	2	0	0.56627	antibacterial	0.88	0.12	0.15	0.37	Polyketide	0.01	0.12	0.07	0.52	0.16	0.01	0.19	k141_225_k141_225_1		PF13460;PF05368
k141_999137	deepbgc	0.1.0	deepbgc	k141_999137_0-837.1	0	837	837	1	1	1	0.66426	antibacterial	0.76	0.06	0.14	0.28		0.00	0.07	0.25	0.24	0.21	0.03	0.25	k141_999137_k141_999137_1	PF01636	PF01636
k141_91013	deepbgc	0.1.0	deepbgc	k141_91013_0-10282.1	0	10282	10282	7	12	1	0.69659	antibacterial	0.72	0.07	0.18	0.13	RiPP	0.00	0.02	0.08	0.01	0.58	0.29	0.04	k141_91013_k141_91013_1;k141_91013_k141_91013_2;k141_91013_k141_91013_3;k141_91013_k141_91013_4;k141_91013_k141_91013_5;k141_91013_k141_91013_6;k141_91013_k141_91013_7	PF00483	PF00483;PF12804;PF00012;PF06723;PF01546;PF07687;PF00005;PF13304;PF12730;PF12730;PF12679;PF13372
k141_635876	deepbgc	0.1.0	deepbgc	k141_635876_573-1584.1	573	1584	1011	1	7	4	0.59611	antibacterial	0.57	0.11	0.32	0.17	Polyketide	0.08	0.16	0.08	0.50	0.03	0.16	0.05	k141_635876_k141_635876_2	PF07993;PF04321;PF00106;PF01370	PF16363;PF04321;PF01370;PF01073;PF08799;PF07993;PF00106
k141_545064	deepbgc	0.1.0	deepbgc	k141_545064_2064-3171.1	2064	3171	1107	1	1	0	0.64797	antibacterial	0.89	0.01	0.03	0.09		0.00	0.01	0.05	0.02	0.46	0.01	0.46	k141_545064_k141_545064_3		PF07883
k141_91027	deepbgc	0.1.0	deepbgc	k141_91027_1-1558.1	1	1558	1557	1	1	0	0.55681	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_91027_k141_91027_1		PF13855
k141_545074	deepbgc	0.1.0	deepbgc	k141_545074_0-1095.1	0	1095	1095	1	2	1	0.76040	antibacterial	0.92	0.01	0.04	0.07	Polyketide	0.00	0.23	0.23	0.54	0.00	0.00	0.00	k141_545074_k141_545074_1	PF00501	PF13193;PF00501
k141_635894	deepbgc	0.1.0	deepbgc	k141_635894_0-246.1	0	246	246	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_635894_k141_635894_1		PF07727
k141_91035	deepbgc	0.1.0	deepbgc	k141_91035_1075-1885.1	1075	1885	810	1	1	0	0.60185	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_91035_k141_91035_2		PF03793
k141_272631	deepbgc	0.1.0	deepbgc	k141_272631_99-639.1	99	639	540	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_272631_k141_272631_1		PF17634
k141_817487	deepbgc	0.1.0	deepbgc	k141_817487_445-1360.1	445	1360	915	1	1	0	0.55145	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_817487_k141_817487_1		PF00754
k141_726710	deepbgc	0.1.0	deepbgc	k141_726710_673-892.1	673	892	219	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_726710_k141_726710_2		PF08944
k141_181946	deepbgc	0.1.0	deepbgc	k141_181946_131-1076.1	131	1076	945	1	1	0	0.61801	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_181946_k141_181946_1		PF07596
k141_454343	deepbgc	0.1.0	deepbgc	k141_454343_29-1309.1	29	1309	1280	2	4	0	0.58466	antibacterial-antifungal	0.78	0.02	0.20	0.63	Polyketide	0.00	0.18	0.06	0.89	0.02	0.00	0.01	k141_454343_k141_454343_1;k141_454343_k141_454343_2		PF07690;PF00083;PF13000;PF01510
k141_545123	deepbgc	0.1.0	deepbgc	k141_545123_2-812.1	2	812	810	1	1	0	0.57636	antibacterial	0.83	0.05	0.16	0.23		0.03	0.06	0.18	0.27	0.18	0.05	0.26	k141_545123_k141_545123_1		PF01053
k141_545124	deepbgc	0.1.0	deepbgc	k141_545124_816-1284.1	816	1284	468	1	2	1	0.57333	antibacterial	0.83	0.05	0.20	0.23	Saccharide	0.00	0.06	0.05	0.15	0.10	0.54	0.13	k141_545124_k141_545124_2	PF00535	PF13641;PF00535
k141_454362	deepbgc	0.1.0	deepbgc	k141_454362_1665-5696.1	1665	5696	4031	2	11	1	0.64569		0.39	0.05	0.19	0.23		0.00	0.10	0.21	0.24	0.33	0.02	0.13	k141_454362_k141_454362_3;k141_454362_k141_454362_4	PF01636	PF07638;PF00196;PF13384;PF08281;PF04545;PF00069;PF07714;PF01636;PF13360;PF00400;PF12894
k141_726752	deepbgc	0.1.0	deepbgc	k141_726752_420-690.1	420	690	270	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_726752_k141_726752_2		PF00665
k141_545156	deepbgc	0.1.0	deepbgc	k141_545156_554-974.1	554	974	420	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_545156_k141_545156_2		PF00098
k141_91168	deepbgc	0.1.0	deepbgc	k141_91168_417-1176.1	417	1176	759	1	1	1	0.57945	antibacterial	0.58	0.09	0.37	0.17	Other	0.00	0.18	0.50	0.13	0.06	0.01	0.14	k141_91168_k141_91168_2	PF00155	PF00155
k141_272726	deepbgc	0.1.0	deepbgc	k141_272726_2-2115.1	2	2115	2113	3	3	0	0.62382	antibacterial	0.86	0.08	0.16	0.26	Saccharide-Terpene	0.00	0.03	0.03	0.14	0.08	0.65	0.75	k141_272726_k141_272726_1;k141_272726_k141_272726_2;k141_272726_k141_272726_3		PF00487;PF02955;PF00294
k141_545174	deepbgc	0.1.0	deepbgc	k141_545174_1850-2360.1	1850	2360	510	1	1	0	0.70589	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_545174_k141_545174_3		PF10759
k141_363639	deepbgc	0.1.0	deepbgc	k141_363639_2-1053.1	2	1053	1051	2	3	0	0.94619	antibacterial	0.84	0.07	0.19	0.24		0.00	0.09	0.08	0.33	0.21	0.03	0.31	k141_363639_k141_363639_1;k141_363639_k141_363639_2		PF05050;PF13469;PF00685
k141_454397	deepbgc	0.1.0	deepbgc	k141_454397_1-656.1	1	656	655	2	2	0	0.57237	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_454397_k141_454397_1;k141_454397_k141_454397_2		PF07727;PF07727
k141_999307	deepbgc	0.1.0	deepbgc	k141_999307_0-1408.1	0	1408	1408	2	2	0	0.57237	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_999307_k141_999307_1;k141_999307_k141_999307_2		PF01822;PF01822
k141_182028	deepbgc	0.1.0	deepbgc	k141_182028_208-1105.1	208	1105	897	1	1	0	0.50595	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_182028_k141_182028_1		PF05035
k141_545217	deepbgc	0.1.0	deepbgc	k141_545217_116-755.1	116	755	639	1	1	0	0.57636	antibacterial	0.83	0.05	0.16	0.23		0.03	0.06	0.18	0.27	0.18	0.05	0.26	k141_545217_k141_545217_1		PF01053
k141_423	deepbgc	0.1.0	deepbgc	k141_423_660-2973.1	660	2973	2313	3	14	2	0.84612		0.29	0.44	0.27	0.02		0.07	0.01	0.34	0.07	0.16	0.00	0.36	k141_423_k141_423_2;k141_423_k141_423_3;k141_423_k141_423_4	PF08241;PF08242	PF07021;PF05175;PF08003;PF06325;PF01209;PF13489;PF02353;PF02390;PF13847;PF13649;PF08241;PF08242;PF02685;PF00691
k141_908459	deepbgc	0.1.0	deepbgc	k141_908459_2-1583.1	2	1583	1581	1	1	0	0.61931	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_908459_k141_908459_1		PF16184
k141_363698	deepbgc	0.1.0	deepbgc	k141_363698_1-361.1	1	361	360	1	1	0	0.51606	antibacterial	0.80	0.04	0.16	0.46	Polyketide	0.00	0.00	0.01	0.92	0.01	0.01	0.05	k141_363698_k141_363698_1		PF07690
k141_817622	deepbgc	0.1.0	deepbgc	k141_817622_214-1465.1	214	1465	1251	1	1	0	0.50276	antibacterial	0.87	0.06	0.17	0.26		0.01	0.09	0.07	0.32	0.21	0.03	0.32	k141_817622_k141_817622_1		PF00724
k141_91223	deepbgc	0.1.0	deepbgc	k141_91223_0-1544.1	0	1544	1544	2	2	0	0.67824	antibacterial	0.83	0.07	0.15	0.26		0.01	0.07	0.08	0.30	0.25	0.03	0.31	k141_91223_k141_91223_1;k141_91223_k141_91223_2		PF13437;PF13437
k141_182061	deepbgc	0.1.0	deepbgc	k141_182061_795-1056.1	795	1056	261	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_182061_k141_182061_2		PF00665
k141_451	deepbgc	0.1.0	deepbgc	k141_451_2894-3272.1	2894	3272	378	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_451_k141_451_4		PF00665
k141_817646	deepbgc	0.1.0	deepbgc	k141_817646_2-1151.1	2	1151	1149	1	1	0	0.55921	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_817646_k141_817646_1		PF08487
k141_454462	deepbgc	0.1.0	deepbgc	k141_454462_781-1621.1	781	1621	840	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_454462_k141_454462_2		PF13976
k141_908502	deepbgc	0.1.0	deepbgc	k141_908502_569-1301.1	569	1301	732	1	3	1	0.68232	antibacterial	0.63	0.17	0.13	0.13		0.00	0.01	0.23	0.13	0.25	0.00	0.38	k141_908502_k141_908502_2	PF08241	PF13489;PF08241;PF13649
k141_817652	deepbgc	0.1.0	deepbgc	k141_817652_1-540.1	1	540	539	2	3	0	0.58281	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_817652_k141_817652_1;k141_817652_k141_817652_2		PF07903;PF04458;PF03551
k141_908504	deepbgc	0.1.0	deepbgc	k141_908504_2-1091.1	2	1091	1089	1	1	0	0.50885	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_908504_k141_908504_1		PF14397
k141_999374	deepbgc	0.1.0	deepbgc	k141_999374_0-252.1	0	252	252	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_999374_k141_999374_1		PF07059
k141_636049	deepbgc	0.1.0	deepbgc	k141_636049_0-1908.1	0	1908	1908	1	2	0	0.50968	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_636049_k141_636049_1		PF15283;PF05593
k141_363764	deepbgc	0.1.0	deepbgc	k141_363764_51-1127.1	51	1127	1076	2	2	0	0.72385	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_363764_k141_363764_1;k141_363764_k141_363764_2		PF01762;PF01762
k141_999380	deepbgc	0.1.0	deepbgc	k141_999380_59-701.1	59	701	642	1	1	1	0.55364	antibacterial	0.72	0.09	0.23	0.25		0.01	0.08	0.10	0.38	0.16	0.04	0.30	k141_999380_k141_999380_1	PF01266	PF01266
k141_999380	deepbgc	0.1.0	deepbgc	k141_999380_988-4596.1	988	4596	3608	2	11	1	0.59035		0.26	0.28	0.19	0.12		0.05	0.02	0.18	0.42	0.07	0.12	0.29	k141_999380_k141_999380_3;k141_999380_k141_999380_4	PF01494	PF01946;PF07992;PF03486;PF01262;PF12831;PF00890;PF01494;PF13738;PF13450;PF04324;PF07995
k141_545304	deepbgc	0.1.0	deepbgc	k141_545304_0-2448.1	0	2448	2448	4	2	0	0.57237	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_545304_k141_545304_1;k141_545304_k141_545304_2;k141_545304_k141_545304_3;k141_545304_k141_545304_4		PF07727;PF07727
k141_726880	deepbgc	0.1.0	deepbgc	k141_726880_2-248.1	2	248	246	1	1	0	0.59584	antibacterial	0.67	0.04	0.34	0.16		0.02	0.15	0.06	0.18	0.22	0.02	0.40	k141_726880_k141_726880_1		PF13561
k141_182122	deepbgc	0.1.0	deepbgc	k141_182122_0-1148.1	0	1148	1148	2	2	0	0.60281	antibacterial	0.55	0.05	0.11	0.20		0.00	0.07	0.05	0.28	0.16	0.03	0.44	k141_182122_k141_182122_1;k141_182122_k141_182122_2		PF04261;PF00027
k141_726910	deepbgc	0.1.0	deepbgc	k141_726910_83-1364.1	83	1364	1281	1	1	0	0.50361	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_726910_k141_726910_1		PF16586
k141_999433	deepbgc	0.1.0	deepbgc	k141_999433_1-526.1	1	526	525	1	1	0	0.54317	antibacterial	0.78	0.06	0.17	0.25		0.00	0.09	0.20	0.25	0.20	0.03	0.27	k141_999433_k141_999433_1		PF00364
k141_182137	deepbgc	0.1.0	deepbgc	k141_182137_837-1131.1	837	1131	294	1	1	0	0.61863	antibacterial	0.80	0.04	0.16	0.46	Polyketide	0.00	0.00	0.01	0.92	0.01	0.01	0.05	k141_182137_k141_182137_2		PF07690
k141_91331	deepbgc	0.1.0	deepbgc	k141_91331_113-446.1	113	446	333	1	1	0	0.54607	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_91331_k141_91331_2		PF10551
k141_543	deepbgc	0.1.0	deepbgc	k141_543_58-1272.1	58	1272	1214	2	5	2	0.62745	antibacterial	0.60	0.27	0.13	0.12		0.03	0.02	0.29	0.11	0.25	0.00	0.29	k141_543_k141_543_1;k141_543_k141_543_2	PF08241;PF08242	PF00425;PF08241;PF08242;PF13649;PF05175
k141_182149	deepbgc	0.1.0	deepbgc	k141_182149_102-1388.1	102	1388	1286	2	2	0	0.61314	antibacterial	0.88	0.06	0.16	0.26		0.00	0.10	0.09	0.33	0.19	0.03	0.31	k141_182149_k141_182149_1;k141_182149_k141_182149_2		PF01613;PF09335
k141_908589	deepbgc	0.1.0	deepbgc	k141_908589_483-756.1	483	756	273	1	1	1	0.63081	antibacterial	0.81	0.05	0.12	0.20		0.00	0.07	0.15	0.24	0.19	0.01	0.36	k141_908589_k141_908589_1	PF08241	PF08241
k141_91340	deepbgc	0.1.0	deepbgc	k141_91340_0-1124.1	0	1124	1124	2	4	2	0.60674	antibacterial	0.73	0.08	0.17	0.28	Saccharide	0.00	0.03	0.08	0.04	0.07	0.76	0.08	k141_91340_k141_91340_1;k141_91340_k141_91340_2	PF00483;PF01636	PF12804;PF00483;PF01128;PF01636
k141_908591	deepbgc	0.1.0	deepbgc	k141_908591_156-489.1	156	489	333	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_908591_k141_908591_2		PF13976
k141_182159	deepbgc	0.1.0	deepbgc	k141_182159_406-2116.1	406	2116	1710	1	1	0	0.50539	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_182159_k141_182159_1		PF12259
k141_999474	deepbgc	0.1.0	deepbgc	k141_999474_35-770.1	35	770	735	1	1	1	0.54299	antibacterial	0.83	0.05	0.16	0.29		0.05	0.08	0.07	0.30	0.21	0.03	0.31	k141_999474_k141_999474_1	PF00248	PF00248
k141_182173	deepbgc	0.1.0	deepbgc	k141_182173_254-446.1	254	446	192	1	1	0	0.53910	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_182173_k141_182173_1		PF08662
k141_570	deepbgc	0.1.0	deepbgc	k141_570_900-1686.1	900	1686	786	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_570_k141_570_4		PF00665
k141_545387	deepbgc	0.1.0	deepbgc	k141_545387_0-1041.1	0	1041	1041	1	1	0	0.72585	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.05	0.32	0.21	0.07	0.32	k141_545387_k141_545387_1		PF13229
k141_454580	deepbgc	0.1.0	deepbgc	k141_454580_579-1974.1	579	1974	1395	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_454580_k141_454580_1		PF00098
k141_182183	deepbgc	0.1.0	deepbgc	k141_182183_168-2253.1	168	2253	2085	1	1	0	0.84377	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_182183_k141_182183_1		PF03098
k141_817755	deepbgc	0.1.0	deepbgc	k141_817755_1271-1508.1	1271	1508	237	1	1	0	0.53569	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_817755_k141_817755_1		PF09743
k141_363881	deepbgc	0.1.0	deepbgc	k141_363881_1-1426.1	1	1426	1425	2	7	0	0.55072	antibacterial	0.74	0.01	0.05	0.06	RiPP	0.00	0.03	0.03	0.02	0.92	0.00	0.00	k141_363881_k141_363881_1;k141_363881_k141_363881_2		PF00005;PF03193;PF13304;PF13401;PF13191;PF13555;PF00664
k141_908615	deepbgc	0.1.0	deepbgc	k141_908615_1200-1377.1	1200	1377	177	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_908615_k141_908615_2		PF00665
k141_454601	deepbgc	0.1.0	deepbgc	k141_454601_2-1304.1	2	1304	1302	1	1	0	0.50159	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_454601_k141_454601_1		PF00665
k141_545406	deepbgc	0.1.0	deepbgc	k141_545406_155-692.1	155	692	537	1	2	0	0.52743	antibacterial	0.84	0.07	0.13	0.29		0.02	0.07	0.07	0.28	0.29	0.03	0.30	k141_545406_k141_545406_1		PF16576;PF13437
k141_726978	deepbgc	0.1.0	deepbgc	k141_726978_1161-2509.1	1161	2509	1348	2	6	0	0.51241	antibacterial	0.84	0.04	0.07	0.09	RiPP	0.00	0.02	0.08	0.04	0.84	0.01	0.01	k141_726978_k141_726978_3;k141_726978_k141_726978_4		PF11736;PF00005;PF13555;PF13191;PF02463;PF13304
k141_726982	deepbgc	0.1.0	deepbgc	k141_726982_784-1135.1	784	1135	351	1	2	0	0.70944	antibacterial	0.73	0.17	0.15	0.29		0.12	0.10	0.06	0.29	0.18	0.02	0.28	k141_726982_k141_726982_2		PF03965;PF16864
k141_598	deepbgc	0.1.0	deepbgc	k141_598_2-2492.1	2	2492	2490	3	16	3	0.77570	cytotoxic	0.26	0.57	0.20	0.02		0.04	0.05	0.34	0.07	0.04	0.28	0.19	k141_598_k141_598_1;k141_598_k141_598_2;k141_598_k141_598_3	PF00483;PF08241;PF08242	PF02353;PF13489;PF08003;PF13847;PF08241;PF13649;PF08242;PF12847;PF05175;PF07021;PF01728;PF01135;PF01209;PF12804;PF00483;PF12710
