sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_648087	deepbgc	0.1.0	deepbgc	k141_648087_0-1029.1	0	1029	1029	1	1	0	0.50891	antibacterial	0.87	0.06	0.16	0.26		0.00	0.08	0.08	0.27	0.29	0.03	0.29	k141_648087_k141_648087_1		PF07715
k141_243078	deepbgc	0.1.0	deepbgc	k141_243078_2-1034.1	2	1034	1032	1	1	0	0.56984	antibacterial	0.86	0.08	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_243078_k141_243078_1		PF00795
k141_810148	deepbgc	0.1.0	deepbgc	k141_810148_2-2399.1	2	2399	2397	5	10	2	0.62355		0.42	0.04	0.17	0.27	RiPP	0.00	0.09	0.17	0.22	0.60	0.00	0.03	k141_810148_k141_810148_1;k141_810148_k141_810148_2;k141_810148_k141_810148_3;k141_810148_k141_810148_4;k141_810148_k141_810148_5	PF00108;PF02803	PF01958;PF07876;PF02803;PF00108;PF00005;PF13555;PF03193;PF13191;PF05729;PF13401
k141_648132	deepbgc	0.1.0	deepbgc	k141_648132_1-706.1	1	706	705	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_648132_k141_648132_1		PF07727
k141_567112	deepbgc	0.1.0	deepbgc	k141_567112_0-501.1	0	501	501	1	1	0	0.52042	antibacterial	0.86	0.06	0.17	0.26		0.00	0.12	0.07	0.31	0.21	0.03	0.30	k141_567112_k141_567112_1		PF02321
k141_648154	deepbgc	0.1.0	deepbgc	k141_648154_1-691.1	1	691	690	1	1	0	0.68964	antibacterial	0.87	0.09	0.21	0.25		0.00	0.08	0.17	0.30	0.18	0.02	0.30	k141_648154_k141_648154_1		PF00743
k141_486143	deepbgc	0.1.0	deepbgc	k141_486143_1-358.1	1	358	357	1	2	0	0.51717	antibacterial	0.68	0.06	0.36	0.21		0.00	0.25	0.12	0.24	0.19	0.03	0.22	k141_486143_k141_486143_1		PF01575;PF13452
k141_162163	deepbgc	0.1.0	deepbgc	k141_162163_1-1042.1	1	1042	1041	1	1	0	0.50428	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.32	0.22	0.03	0.32	k141_162163_k141_162163_1		PF00873
k141_486163	deepbgc	0.1.0	deepbgc	k141_486163_2-713.1	2	713	711	1	1	0	0.50036	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_486163_k141_486163_1		PF10282
k141_567157	deepbgc	0.1.0	deepbgc	k141_567157_0-1056.1	0	1056	1056	2	2	0	0.79280	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	k141_567157_k141_567157_1;k141_567157_k141_567157_2		PF00440;PF17286
k141_810211	deepbgc	0.1.0	deepbgc	k141_810211_77-1016.1	77	1016	939	1	2	0	0.50587	antibacterial	0.75	0.03	0.26	0.31		0.00	0.09	0.17	0.29	0.18	0.03	0.29	k141_810211_k141_810211_2		PF13537;PF13522
k141_243193	deepbgc	0.1.0	deepbgc	k141_243193_1-1351.1	1	1351	1350	2	2	1	0.66046	antibacterial	0.76	0.06	0.14	0.28		0.01	0.07	0.25	0.23	0.21	0.03	0.25	k141_243193_k141_243193_1;k141_243193_k141_243193_2	PF01636	PF00724;PF01636
k141_243199	deepbgc	0.1.0	deepbgc	k141_243199_1-1333.1	1	1333	1332	2	2	0	0.64552	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.10	0.33	0.20	0.03	0.30	k141_243199_k141_243199_1;k141_243199_k141_243199_2		PF13385;PF01037
k141_648217	deepbgc	0.1.0	deepbgc	k141_648217_162-1002.1	162	1002	840	1	1	0	0.63749	antibacterial	0.87	0.06	0.17	0.26		0.00	0.10	0.07	0.31	0.24	0.03	0.30	k141_648217_k141_648217_2		PF06293
k141_405191	deepbgc	0.1.0	deepbgc	k141_405191_1-643.1	1	643	642	1	3	3	0.58758	antibacterial	0.61	0.10	0.22	0.21	Polyketide	0.00	0.30	0.07	0.83	0.01	0.00	0.03	k141_405191_k141_405191_1	PF00109;PF02801;PF02803	PF00109;PF02801;PF02803
k141_324211	deepbgc	0.1.0	deepbgc	k141_324211_1-1834.1	1	1834	1833	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.08	0.33	0.21	0.03	0.32	k141_324211_k141_324211_1		PF13966
k141_243220	deepbgc	0.1.0	deepbgc	k141_243220_197-1925.1	197	1925	1728	2	2	0	0.58937	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_243220_k141_243220_1;k141_243220_k141_243220_2		PF08811;PF07394
k141_486228	deepbgc	0.1.0	deepbgc	k141_486228_1443-1659.1	1443	1659	216	1	1	0	0.50513	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_486228_k141_486228_3		PF13711
k141_81223	deepbgc	0.1.0	deepbgc	k141_81223_343-2818.1	343	2818	2475	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_81223_k141_81223_2		PF07727
k141_243228	deepbgc	0.1.0	deepbgc	k141_243228_0-2450.1	0	2450	2450	2	6	2	0.59663	antibacterial	0.68	0.03	0.23	0.22		0.01	0.01	0.17	0.00	0.40	0.23	0.18	k141_243228_k141_243228_1;k141_243228_k141_243228_2	PF00483;PF01050	PF00483;PF01050;PF07883;PF13537;PF13522;PF00733
k141_224	deepbgc	0.1.0	deepbgc	k141_224_605-1061.1	605	1061	456	1	2	0	0.64423	antibacterial	0.80	0.04	0.21	0.40		0.02	0.02	0.18	0.27	0.03	0.42	0.50	k141_224_k141_224_2		PF05834;PF13450
k141_648242	deepbgc	0.1.0	deepbgc	k141_648242_1-932.1	1	932	931	2	2	0	0.65422	antibacterial	0.98	0.11	0.04	0.17	Terpene	0.00	0.10	0.04	0.15	0.06	0.02	0.65	k141_648242_k141_648242_1;k141_648242_k141_648242_2		PF04909;PF05025
k141_891298	deepbgc	0.1.0	deepbgc	k141_891298_164-1643.1	164	1643	1479	1	1	0	0.56451	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_891298_k141_891298_1		PF06253
k141_243	deepbgc	0.1.0	deepbgc	k141_243_5-1442.1	5	1442	1437	1	1	0	0.51021	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.12	0.31	0.21	0.03	0.30	k141_243_k141_243_1		PF00528
k141_567265	deepbgc	0.1.0	deepbgc	k141_567265_536-1307.1	536	1307	771	1	1	0	0.75652	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_567265_k141_567265_2		PF10021
k141_243263	deepbgc	0.1.0	deepbgc	k141_243263_2-1634.1	2	1634	1632	3	4	0	0.63590	antibacterial	0.81	0.08	0.14	0.23		0.00	0.11	0.08	0.34	0.21	0.03	0.28	k141_243263_k141_243263_1;k141_243263_k141_243263_2;k141_243263_k141_243263_3		PF02082;PF08450;PF13360;PF00196
k141_405261	deepbgc	0.1.0	deepbgc	k141_405261_1-1294.1	1	1294	1293	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_405261_k141_405261_1		PF07727
k141_324277	deepbgc	0.1.0	deepbgc	k141_324277_78-1011.1	78	1011	933	1	1	0	0.62652	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_324277_k141_324277_1		PF15892
k141_486252	deepbgc	0.1.0	deepbgc	k141_486252_152-10565.1	152	10565	10413	9	18	6	0.80814	antibacterial	0.64	0.06	0.08	0.20	Polyketide	0.00	0.39	0.20	0.54	0.11	0.00	0.03	k141_486252_k141_486252_1;k141_486252_k141_486252_2;k141_486252_k141_486252_3;k141_486252_k141_486252_4;k141_486252_k141_486252_5;k141_486252_k141_486252_6;k141_486252_k141_486252_7;k141_486252_k141_486252_8;k141_486252_k141_486252_9	PF00378;PF00501;PF00109;PF02803;PF00171;PF00108	PF00108;PF00109;PF02803;PF00171;PF00378;PF16113;PF00501;PF13193;PF04348;PF13458;PF13433;PF13407;PF01094;PF02653;PF02653;PF00005;PF12399;PF00005
k141_729304	deepbgc	0.1.0	deepbgc	k141_729304_1071-2070.1	1071	2070	999	1	3	1	0.54813	antibacterial	0.76	0.06	0.15	0.27	Other	0.00	0.03	0.68	0.07	0.14	0.01	0.08	k141_729304_k141_729304_2	PF01636	PF01636;PF01633;PF02958
k141_810325	deepbgc	0.1.0	deepbgc	k141_810325_2-1766.1	2	1766	1764	1	3	1	0.67768	antibacterial	0.92	0.01	0.04	0.07	Polyketide	0.00	0.23	0.23	0.54	0.00	0.00	0.00	k141_810325_k141_810325_1	PF00501	PF13193;PF00501;PF16177
k141_324291	deepbgc	0.1.0	deepbgc	k141_324291_1-1129.1	1	1129	1128	1	1	0	0.58878	antibacterial	0.82	0.12	0.15	0.28		0.01	0.07	0.06	0.35	0.21	0.04	0.31	k141_324291_k141_324291_1		PF00890
k141_891342	deepbgc	0.1.0	deepbgc	k141_891342_2-1189.1	2	1189	1187	2	10	6	0.84401	antibacterial	0.67	0.15	0.30	0.25		0.10	0.09	0.21	0.45	0.00	0.21	0.01	k141_891342_k141_891342_1;k141_891342_k141_891342_2	PF00106;PF02719;PF00908;PF04321;PF01370;PF07993	PF00908;PF04321;PF02719;PF16363;PF01370;PF01073;PF00106;PF05368;PF13460;PF07993
k141_891345	deepbgc	0.1.0	deepbgc	k141_891345_301-1012.1	301	1012	711	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_891345_k141_891345_2		PF07727
k141_81299	deepbgc	0.1.0	deepbgc	k141_81299_0-1248.1	0	1248	1248	1	1	0	0.55340	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_81299_k141_81299_1		PF00801
k141_891347	deepbgc	0.1.0	deepbgc	k141_891347_0-213.1	0	213	213	1	1	0	0.57730	antibacterial	0.88	0.06	0.16	0.26		0.00	0.10	0.09	0.33	0.19	0.03	0.31	k141_891347_k141_891347_1		PF01613
k141_324309	deepbgc	0.1.0	deepbgc	k141_324309_0-606.1	0	606	606	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_324309_k141_324309_1		PF00098
k141_810329	deepbgc	0.1.0	deepbgc	k141_810329_2-6422.1	2	6422	6420	7	19	2	0.57784		0.15	0.03	0.45	0.06		0.03	0.13	0.47	0.13	0.18	0.03	0.02	k141_810329_k141_810329_1;k141_810329_k141_810329_2;k141_810329_k141_810329_3;k141_810329_k141_810329_4;k141_810329_k141_810329_5;k141_810329_k141_810329_6;k141_810329_k141_810329_7	PF01636;PF00155	PF07690;PF05977;PF00083;PF12832;PF05978;PF00155;PF03109;PF00069;PF01163;PF06176;PF01636;PF03118;PF07690;PF05977;PF06609;PF05631;PF00083;PF03825;PF13347
k141_810329	deepbgc	0.1.0	deepbgc	k141_810329_8634-9057.1	8634	9057	423	1	2	0	0.50281	antibacterial	0.88	0.00	0.02	0.08		0.00	0.01	0.10	0.06	0.42	0.01	0.41	k141_810329_k141_810329_12		PF00190;PF07883
k141_405303	deepbgc	0.1.0	deepbgc	k141_405303_2-1331.1	2	1331	1329	2	4	2	0.67521	antibacterial	0.68	0.06	0.09	0.32		0.00	0.16	0.28	0.47	0.06	0.02	0.16	k141_405303_k141_405303_1;k141_405303_k141_405303_2	PF00108;PF08545	PF08545;PF00195;PF00108;PF00502
k141_324312	deepbgc	0.1.0	deepbgc	k141_324312_0-1277.1	0	1277	1277	2	4	1	0.58422	antibacterial	0.82	0.12	0.17	0.24		0.11	0.05	0.09	0.30	0.17	0.03	0.30	k141_324312_k141_324312_1;k141_324312_k141_324312_2	PF00355	PF13806;PF00355;PF01077;PF03460
k141_299	deepbgc	0.1.0	deepbgc	k141_299_1-1243.1	1	1243	1242	1	1	0	0.50428	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.32	0.22	0.03	0.32	k141_299_k141_299_1		PF00873
k141_81312	deepbgc	0.1.0	deepbgc	k141_81312_1-640.1	1	640	639	1	1	0	0.54397	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_81312_k141_81312_1		PF13530
k141_729334	deepbgc	0.1.0	deepbgc	k141_729334_0-1546.1	0	1546	1546	2	2	1	0.54505	antibacterial	0.58	0.09	0.37	0.17	Other	0.00	0.18	0.50	0.13	0.06	0.01	0.14	k141_729334_k141_729334_1;k141_729334_k141_729334_2	PF00155	PF01327;PF00155
k141_162318	deepbgc	0.1.0	deepbgc	k141_162318_483-1140.1	483	1140	657	1	1	0	0.69562	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_162318_k141_162318_2		PF03567
k141_405310	deepbgc	0.1.0	deepbgc	k141_405310_1-1715.1	1	1715	1714	2	2	0	0.69717	antibacterial	0.80	0.04	0.16	0.46	Polyketide	0.00	0.00	0.00	0.60	0.01	0.38	0.39	k141_405310_k141_405310_1;k141_405310_k141_405310_2		PF00487;PF07690
k141_309	deepbgc	0.1.0	deepbgc	k141_309_1-988.1	1	988	987	1	1	0	0.59007	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_309_k141_309_1		PF02322
k141_324333	deepbgc	0.1.0	deepbgc	k141_324333_219-1089.1	219	1089	870	1	4	4	0.56593	antibacterial	0.91	0.05	0.09	0.20		0.01	0.09	0.08	0.40	0.22	0.03	0.27	k141_324333_k141_324333_2	PF02770;PF08028;PF00441;PF02771	PF02771;PF02770;PF00441;PF08028
k141_326	deepbgc	0.1.0	deepbgc	k141_326_2-893.1	2	893	891	2	2	0	0.60904	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_326_k141_326_1;k141_326_k141_326_2		PF09912;PF03473
k141_486323	deepbgc	0.1.0	deepbgc	k141_486323_2-1313.1	2	1313	1311	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_486323_k141_486323_1		PF07727
k141_891381	deepbgc	0.1.0	deepbgc	k141_891381_0-2735.1	0	2735	2735	2	5	0	0.75566	antibacterial	0.78	0.06	0.22	0.31		0.00	0.09	0.16	0.30	0.20	0.03	0.27	k141_891381_k141_891381_1;k141_891381_k141_891381_2		PF05118;PF13469;PF00685;PF14559;PF13432
k141_810376	deepbgc	0.1.0	deepbgc	k141_810376_406-877.1	406	877	471	1	1	0	0.57597	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_810376_k141_810376_2		PF14539
k141_486330	deepbgc	0.1.0	deepbgc	k141_486330_1-2131.1	1	2131	2130	1	1	0	0.51266	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.09	0.29	0.25	0.03	0.31	k141_486330_k141_486330_1		PF00593
k141_162369	deepbgc	0.1.0	deepbgc	k141_162369_422-1478.1	422	1478	1056	1	2	0	0.52129	antibacterial	0.87	0.06	0.17	0.25		0.00	0.08	0.24	0.23	0.20	0.04	0.27	k141_162369_k141_162369_2		PF02222;PF13535
k141_324370	deepbgc	0.1.0	deepbgc	k141_324370_0-1734.1	0	1734	1734	1	2	0	0.52900	antibacterial	0.87	0.07	0.16	0.26		0.02	0.09	0.07	0.32	0.20	0.03	0.32	k141_324370_k141_324370_1		PF01841;PF00797
k141_405340	deepbgc	0.1.0	deepbgc	k141_405340_493-2420.1	493	2420	1927	2	9	6	0.70142	antibacterial	0.67	0.10	0.23	0.19	Polyketide	0.04	0.13	0.14	0.52	0.02	0.17	0.02	k141_405340_k141_405340_1;k141_405340_k141_405340_2	PF00106;PF02719;PF08659;PF04321;PF01370;PF07993	PF00459;PF16363;PF01370;PF02719;PF01073;PF07993;PF04321;PF08659;PF00106
k141_729404	deepbgc	0.1.0	deepbgc	k141_729404_472-1024.1	472	1024	552	1	1	0	0.64962	antibacterial	0.86	0.06	0.17	0.25	NRP	0.00	0.72	0.03	0.10	0.05	0.00	0.11	k141_729404_k141_729404_3		PF04116
k141_891430	deepbgc	0.1.0	deepbgc	k141_891430_143-929.1	143	929	786	1	2	0	0.58917	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.12	0.32	0.20	0.03	0.30	k141_891430_k141_891430_2		PF04954;PF08021
k141_648374	deepbgc	0.1.0	deepbgc	k141_648374_0-1467.1	0	1467	1467	1	1	0	0.56887	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_648374_k141_648374_1		PF01345
k141_379	deepbgc	0.1.0	deepbgc	k141_379_1-1015.1	1	1015	1014	1	1	0	0.50823	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.07	0.37	0.19	0.03	0.31	k141_379_k141_379_1		PF00933
k141_162410	deepbgc	0.1.0	deepbgc	k141_162410_0-153.1	0	153	153	1	1	0	0.54387	antibacterial	0.85	0.06	0.16	0.25		0.01	0.08	0.16	0.27	0.21	0.03	0.29	k141_162410_k141_162410_1		PF00117
k141_243409	deepbgc	0.1.0	deepbgc	k141_243409_336-786.1	336	786	450	1	1	0	0.67819	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_243409_k141_243409_2		PF02560
k141_891455	deepbgc	0.1.0	deepbgc	k141_891455_1-1357.1	1	1357	1356	1	2	1	0.76040	antibacterial	0.92	0.01	0.04	0.07	Polyketide	0.00	0.23	0.23	0.54	0.00	0.00	0.00	k141_891455_k141_891455_1	PF00501	PF13193;PF00501
k141_393	deepbgc	0.1.0	deepbgc	k141_393_1-1423.1	1	1423	1422	1	1	0	0.60642	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_393_k141_393_1		PF05593
k141_162415	deepbgc	0.1.0	deepbgc	k141_162415_869-1840.1	869	1840	971	2	2	0	0.59194	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_162415_k141_162415_3;k141_162415_k141_162415_4		PF16385;PF07589
k141_243416	deepbgc	0.1.0	deepbgc	k141_243416_193-733.1	193	733	540	1	2	0	0.52593	antibacterial	0.85	0.12	0.15	0.26		0.00	0.09	0.06	0.39	0.19	0.03	0.28	k141_243416_k141_243416_2		PF08327;PF10604
k141_243418	deepbgc	0.1.0	deepbgc	k141_243418_830-1112.1	830	1112	282	1	1	1	0.71622	antibacterial	0.89	0.06	0.20	0.24		0.00	0.09	0.11	0.33	0.21	0.04	0.28	k141_243418_k141_243418_1	PF00908	PF00908
k141_81436	deepbgc	0.1.0	deepbgc	k141_81436_2-365.1	2	365	363	1	2	0	0.51378	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_81436_k141_81436_1		PF09394;PF07732
k141_324435	deepbgc	0.1.0	deepbgc	k141_324435_161-1112.1	161	1112	951	2	3	0	0.53382	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_324435_k141_324435_1;k141_324435_k141_324435_2		PF09720;PF13026;PF13211
k141_243437	deepbgc	0.1.0	deepbgc	k141_243437_754-1369.1	754	1369	615	1	1	0	0.54130	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_243437_k141_243437_2		PF10443
k141_324438	deepbgc	0.1.0	deepbgc	k141_324438_2-1616.1	2	1616	1614	2	13	2	0.88379		0.27	0.47	0.27	0.02		0.08	0.01	0.34	0.10	0.12	0.00	0.36	k141_324438_k141_324438_1;k141_324438_k141_324438_2	PF08242;PF08241	PF13489;PF05175;PF07021;PF05219;PF13847;PF08003;PF02353;PF01209;PF08241;PF08242;PF13649;PF02390;PF13932
k141_405430	deepbgc	0.1.0	deepbgc	k141_405430_1-1015.1	1	1015	1014	2	2	0	0.58039	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.08	0.33	0.21	0.03	0.31	k141_405430_k141_405430_1;k141_405430_k141_405430_2		PF00884;PF03781
k141_729498	deepbgc	0.1.0	deepbgc	k141_729498_427-1168.1	427	1168	741	1	1	0	0.53968	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_729498_k141_729498_2		PF06013
k141_891504	deepbgc	0.1.0	deepbgc	k141_891504_2-1565.1	2	1565	1563	1	1	0	0.67738	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_891504_k141_891504_1		PF05345
k141_567453	deepbgc	0.1.0	deepbgc	k141_567453_1123-4741.1	1123	4741	3618	3	2	0	0.55052	antibacterial	0.88	0.06	0.16	0.25		0.00	0.08	0.07	0.35	0.23	0.03	0.30	k141_567453_k141_567453_2;k141_567453_k141_567453_3;k141_567453_k141_567453_4		PF04151;PF02518
k141_324463	deepbgc	0.1.0	deepbgc	k141_324463_0-981.1	0	981	981	2	2	0	0.57237	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_324463_k141_324463_1;k141_324463_k141_324463_2		PF07727;PF07727
k141_567455	deepbgc	0.1.0	deepbgc	k141_567455_244-1841.1	244	1841	1597	2	2	0	0.63557	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.09	0.33	0.20	0.03	0.31	k141_567455_k141_567455_1;k141_567455_k141_567455_2		PF04199;PF00696
k141_405445	deepbgc	0.1.0	deepbgc	k141_405445_1-1941.1	1	1941	1940	3	5	1	0.54579	antibacterial	0.85	0.09	0.15	0.26	Polyketide	0.00	0.05	0.00	0.81	0.06	0.01	0.08	k141_405445_k141_405445_1;k141_405445_k141_405445_2;k141_405445_k141_405445_3	PF00378	PF00378;PF16113;PF16919;PF01883;PF05138
k141_243468	deepbgc	0.1.0	deepbgc	k141_243468_2-1214.1	2	1214	1212	1	1	0	0.50672	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.08	0.33	0.21	0.02	0.31	k141_243468_k141_243468_1		PF02738
k141_891516	deepbgc	0.1.0	deepbgc	k141_891516_0-2012.1	0	2012	2012	2	4	2	0.68145	antibacterial	0.90	0.04	0.11	0.23		0.01	0.09	0.17	0.29	0.20	0.03	0.28	k141_891516_k141_891516_1;k141_891516_k141_891516_2	PF08028;PF00441	PF11794;PF03241;PF00441;PF08028
k141_405450	deepbgc	0.1.0	deepbgc	k141_405450_1-559.1	1	559	558	1	3	1	0.50202		0.46	0.06	0.39	0.11		0.05	0.28	0.49	0.11	0.02	0.06	0.04	k141_405450_k141_405450_1	PF00155	PF00155;PF01053;PF00266
k141_810504	deepbgc	0.1.0	deepbgc	k141_810504_2-434.1	2	434	432	1	1	0	0.51783	antibacterial	0.85	0.06	0.16	0.25		0.01	0.08	0.16	0.27	0.21	0.03	0.29	k141_810504_k141_810504_1		PF00117
k141_810511	deepbgc	0.1.0	deepbgc	k141_810511_2-2722.1	2	2722	2720	4	10	3	0.82464	antibacterial	0.77	0.06	0.18	0.17		0.01	0.01	0.07	0.28	0.27	0.02	0.36	k141_810511_k141_810511_1;k141_810511_k141_810511_2;k141_810511_k141_810511_3;k141_810511_k141_810511_4	PF00106;PF00903;PF08659	PF00848;PF00106;PF08659;PF13561;PF13460;PF00903;PF07366;PF12680;PF14534;PF13474
k141_891527	deepbgc	0.1.0	deepbgc	k141_891527_0-1131.1	0	1131	1131	1	1	1	0.62707	antibacterial	0.83	0.06	0.17	0.30		0.00	0.11	0.08	0.32	0.20	0.03	0.31	k141_891527_k141_891527_1	PF00171	PF00171
k141_648491	deepbgc	0.1.0	deepbgc	k141_648491_1-862.1	1	862	861	1	1	0	0.67142	antibacterial	0.90	0.03	0.12	0.48	Saccharide-Terpene	0.00	0.04	0.02	0.12	0.07	0.69	0.75	k141_648491_k141_648491_1		PF05834
